id.number,Species.name,Study,Latitude,Longitude,Temperature,Growth.rate
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,14.2,0.119221315
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,16.1,0.070701012
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,17.9,0.101892636
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,19.8,0.144174614
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,21.7,0.091495428
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,23.5,0.121300757
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,25.2,0.099120047
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,26.9,0.108824107
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,28.6,0.189922327
16,Calciodinellum albatrosianum Geob*26/5,Meier et al. (2004),12.27,-58.33,30.4,0.13031167
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,2,0.2703274
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,2,0.2703274
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,5,0.573925866
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,5,0.60719693
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,7,0.574619013
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,7,0.558676628
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,10,0.507383736
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,10,0.517780944
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,13,0.507383736
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,13,0.517780944
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,15,0.547586273
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,15,0.528178152
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,16,0
17,Chaetoceros deflandrei,Fiala & Oriol (1990),-58,62,16,0
17,Chaetoceros deflandrei,Jacques (1983),-58,62,3,0.284190344
17,Chaetoceros deflandrei,Jacques (1983),-58,62,5,0.436682724
17,Chaetoceros deflandrei,Jacques (1983),-58,62,7,0.450545667
17,Chaetoceros deflandrei,Jacques (1983),-58,62,10,0.450545667
17,Chaetoceros deflandrei,Jacques (1983),-58,62,15,0
18,Chaetoceros didymus,Hulburt (1982),6,-54,11,0
18,Chaetoceros didymus,Hulburt (1982),6,-54,12.5,0.291121816
18,Chaetoceros didymus,Hulburt (1982),6,-54,14.5,1.213007566
18,Chaetoceros didymus,Hulburt (1982),6,-54,17,1.247664925
18,Chaetoceros didymus,Hulburt (1982),6,-54,21,1.441746136
18,Chaetoceros didymus,Hulburt (1982),6,-54,24,1.310048171
18,Chaetoceros didymus,Hulburt (1982),6,-54,27,1.046652243
18,Chaetoceros didymus,Hulburt (1982),6,-54,31,1.15062432
18,Chaetoceros didymus,Hulburt (1982),6,-54,34,0
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,11,0
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,14,0.623832463
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,17,0.623832463
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,20,0.831776617
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,24,0.623832463
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,27,1.039720771
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,30,2.218070978
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,33,0.970406053
19,Chaetoceros lorenzianus clone Bermuda,Hulburt (1982),32.3,-64.7,36,0
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,11,0
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,14,0.554517744
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,17,0.554517744
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,21,1.386294361
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,28,1.386294361
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,31,1.039720771
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,34,0.311916231
20,Chaetoceros lorenzianus clone Bushehr,Hulburt (1982),28.9,50.75,37,0
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,8.5,0
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,11,0.693147181
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,14,0.415888308
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,17,0.831776617
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,24,0.901091335
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,27,1.732867951
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,30,1.594238515
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,33,1.386294361
21,Chaetoceros lorenzianus clone Slope water,Hulburt (1982),38.4,-73.4,36,0
22,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),35.15,139.35,15,0
22,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),35.15,139.35,20,1.174
22,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),35.15,139.35,25,1.622
22,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),35.15,139.35,30,1.031
22,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),35.15,139.35,35,0
23,Chaetoceros sp.,Suzuki & Takahashi (1995),74.65,-95.2,0,0.518
23,Chaetoceros sp.,Suzuki & Takahashi (1995),74.65,-95.2,2,0.444
23,Chaetoceros sp.,Suzuki & Takahashi (1995),74.65,-95.2,5,0.576
23,Chaetoceros sp.,Suzuki & Takahashi (1995),74.65,-95.2,10,0.352
23,Chaetoceros sp.,Suzuki & Takahashi (1995),74.65,-95.2,15,0
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,20,2.418390513
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,20,2.978453435
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,20,2.066271745
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,20,2.162619203
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,25,3.338889969
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,25,3.850432588
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,25,2.203514887
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,25,2.267284428
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,29,4.403564038
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,29,4.355736883
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,29,2.835665116
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,29,2.916070189
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,33,3.837262792
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,33,3.99737979
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,33,3.741608481
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,33,3.309777787
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,37,3.65565823
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,37,3.320174995
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,37,2.599995074
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,37,2.519590001
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,40,0
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,40,0
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,40,0
24,Chaetoceros sp.,Thomas (1966),9.81,-89.24,40,0
25,Chaetoceros sp. strain CS256,Renaud et al. (2002),-17.52,146.03,25,0.74
25,Chaetoceros sp. strain CS256,Renaud et al. (2002),-17.52,146.03,27,0.84
25,Chaetoceros sp. strain CS256,Renaud et al. (2002),-17.52,146.03,30,0.87
25,Chaetoceros sp. strain CS256,Renaud et al. (2002),-17.52,146.03,33,0.76
25,Chaetoceros sp. strain CS256,Renaud et al. (2002),-17.52,146.03,35,0.78
26,Chattonella marina,Kahn (1998),31.39,130.66,10,0
26,Chattonella marina,Kahn (1998),31.39,130.66,15,0.229431717
26,Chattonella marina,Kahn (1998),31.39,130.66,20,0.383310391
26,Chattonella marina,Kahn (1998),31.39,130.66,25,0.415195161
26,Chattonella marina,Kahn (1998),31.39,130.66,30,0.290428669
26,Chattonella marina,Kahn (1998),31.39,130.66,35,0
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,10,0
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,15,0.098
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,20,0.257
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,22.5,0.389
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,25,0.508
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,28,0.398
27,Chattonella marina var. antiqua strain Ho-1,Nakamura (1983),34.5,134.58,31,0
28,Chlamydomonas strain UMACC 229,Teoh et al. (2004),-66.28,110.48,4,0.23
28,Chlamydomonas strain UMACC 229,Teoh et al. (2004),-66.28,110.48,6,0.39
28,Chlamydomonas strain UMACC 229,Teoh et al. (2004),-66.28,110.48,9,0.4
28,Chlamydomonas strain UMACC 229,Teoh et al. (2004),-66.28,110.48,14,0.26
28,Chlamydomonas strain UMACC 229,Teoh et al. (2004),-66.28,110.48,20,0.19
28,Chlamydomonas strain UMACC 229,Teoh et al. (2004),-66.28,110.48,30,0.05
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,15,0.104318651
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,15,0.110487661
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,15,0.097803067
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,15,0.113745452
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,20,0.127885655
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,20,0.106467407
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,20,0.117696391
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,20,0.120261036
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,25,0.138005604
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,25,0.13398535
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,25,0.140570248
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,25,0.147085832
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,30,0.108685478
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,30,0.09094091
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,30,0.098496214
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,30,0.105011798
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,35,0.076038246
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,35,0.073542916
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,35,0.0847719
29,Chlorella sp. strain MFD-1,James et al. (1989),29.34,48.11,35,0.070631698
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,9,0.548972567
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,9,0.374299478
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,14,0.892773569
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,14,0.652944644
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,19,0.695919769
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,19,0.615514696
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,22,0.311916231
30,Chrysochromulina polylepis strain B3,Edvardsen (1992),59,10.75,22,0
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,9,0.460249728
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,9,0.354891356
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,9,0.325086028
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,14,0.804050729
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,14,0.487975615
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,14,0.562835511
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,19,0.804743877
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,19,0.620366727
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,19,0.431830693
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,22,0.316075114
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,22,0
31,Chrysochromulina polylepis strain B4,Edvardsen (1992),59,10.75,22,0.274486284
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,9,0.44014846
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,9,0.424899222
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,9,0.383310391
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,9,0.329938058
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,9,0.318847703
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,14,0.599572311
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,14,0.595413428
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,14,0.743746925
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,14,0.78187002
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,14,0.728497687
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,19,0.823458851
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,19,0.823458851
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,19,0.891387274
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,19,0.876831183
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,19,0.865047681
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,22,0.75483728
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,22,0.75483728
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,22,0.785335756
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,22,0.770086518
32,Chrysochromulina polylepis strain K,Edvardsen (1992),58.5,9.5,22,0.743746925
33,Coccolithus pelagicus ssp. braarudii,Buitenhuis et al. (2008),-25,12,6,0.141
33,Coccolithus pelagicus ssp. braarudii,Buitenhuis et al. (2008),-25,12,12,0.343
33,Coccolithus pelagicus ssp. braarudii,Buitenhuis et al. (2008),-25,12,15,0.388
33,Coccolithus pelagicus ssp. braarudii,Buitenhuis et al. (2008),-25,12,20,0.357
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,10,0
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,10,0
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,12.5,0.092
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,12.5,0.092
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,15,0.092
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,15,0.078
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,17.5,0.265
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,17.5,0.238
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,20,0.343
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,20,0.316
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,22.5,0.398
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,22.5,0.398
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,25,0.503
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,25,0.49
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,27.5,0.572
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,27.5,0.558
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,30,0.526
34,Cochlodinium polykrikoides strain 02B1,Yamatogi (2005),32.93,128.26,30,0.526
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,10,0
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,10,0
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,12.5,0.09
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,12.5,0.077
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,15,0.06
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,15,0.085
