file_name,temp,variability,sample_day,replicate,cell_density,start_time,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-1-3_summary,32,c,1,3,1017,2017-06-23  15:26:54,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:26:00 UTC,0.013113425925925926,0.31472222222222224
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-1-4_summary,32,c,1,4,703,2017-06-23  15:28:45,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:28:00 UTC,0.014502314814814815,0.34805555555555556
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-1-5_summary,32,c,1,5,704,2017-06-23  15:30:08,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:30:00 UTC,0.015891203703703703,0.3813888888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-2-1_summary,32,c,2,1,806,2017-06-23  15:31:39,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:31:00 UTC,0.016585648148148148,0.39805555555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-2-2_summary,32,c,2,2,647,2017-06-23  15:33:01,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:33:00 UTC,0.017974537037037035,0.4313888888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-2-3_summary,32,c,2,3,562,2017-06-23  15:34:26,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:34:00 UTC,0.01866898148148148,0.44805555555555554
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-2-4_summary,32,c,2,4,970,2017-06-23  15:36:07,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:36:00 UTC,0.020057870370370372,0.48138888888888887
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-2-5_summary,32,c,2,5,276,2017-06-23  15:37:28,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:37:00 UTC,0.020752314814814814,0.49805555555555553
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-3-1_summary,32,c,3,1,1201,2017-06-23  15:38:56,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:38:00 UTC,0.02144675925925926,0.5147222222222222
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-3-2_summary,32,c,3,2,1041,2017-06-23  15:40:23,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:40:00 UTC,0.022835648148148147,0.5480555555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-3-3_summary,32,c,3,3,692,2017-06-23  15:41:55,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:41:00 UTC,0.023530092592592592,0.5647222222222222
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-3-4_summary,32,c,3,4,949,2017-06-23  15:43:30,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:43:00 UTC,0.024918981481481483,0.5980555555555556
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-3-5_summary,32,c,3,5,1128,2017-06-23  15:44:58,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:44:00 UTC,0.025613425925925925,0.6147222222222222
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-4-1_summary,32,c,4,1,478,2017-06-23  15:46:25,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:46:00 UTC,0.027002314814814816,0.6480555555555556
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-4-2_summary,32,c,4,2,529,2017-06-23  15:47:48,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:47:00 UTC,0.027696759259259258,0.6647222222222222
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-4-3_summary,32,c,4,3,839,2017-06-23  15:49:15,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:49:00 UTC,0.02908564814814815,0.6980555555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-4-4_summary,32,c,4,4,562,2017-06-23  15:50:38,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:50:00 UTC,0.029780092592592594,0.7147222222222223
Tetraselmis_experiment/data-raw/flowcam-summaries-jun23/32c-4-5_summary,32,c,4,5,683,2017-06-23  15:52:03,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-23 15:52:00 UTC,0.03116898148148148,0.7480555555555556
Tetraselmis_experiment/data-raw/flowcam-summaries-jun24/32c-1-1_summary,32,c,1,1,970,2017-06-24  15:43:14,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-24 15:43:00 UTC,1.0249189814814814,24.598055555555554
Tetraselmis_experiment/data-raw/flowcam-summaries-jun24/32c-2-1_summary,32,c,2,1,994,2017-06-24  15:44:59,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-24 15:44:00 UTC,1.025613425925926,24.614722222222223
Tetraselmis_experiment/data-raw/flowcam-summaries-jun24/32c-3-1_summary,32,c,3,1,1310,2017-06-24  15:46:46,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-24 15:46:00 UTC,1.0270023148148149,24.648055555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun24/32c-4-1_summary,32,c,4,1,199,2017-06-24  15:48:34,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-24 15:48:00 UTC,1.0283912037037037,24.68138888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun26/32c-2-1_summary,32,c,2,1,763,2017-06-26  10:30:43,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-26 10:30:00 UTC,2.8075578703703705,67.38138888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun26/32c-2-2_summary,32,c,2,2,420,2017-06-26  10:32:19,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-26 10:32:00 UTC,2.808946759259259,67.41472222222222
Tetraselmis_experiment/data-raw/flowcam-summaries-jun26/32c-2-3_summary,32,c,2,3,1078,2017-06-26  10:33:56,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-26 10:33:00 UTC,2.8096412037037037,67.43138888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/0c-1-1_summary,0,c,1,1,601,2017-06-28  17:35:03,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:35:00 UTC,5.102696759259259,122.46472222222222
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/0c-2-1_summary,0,c,2,1,764,2017-06-28  17:37:35,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:37:00 UTC,5.104085648148148,122.49805555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/0c-3-1_summary,0,c,3,1,1058,2017-06-28  17:40:17,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:40:00 UTC,5.106168981481481,122.54805555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/0c-4-1_summary,0,c,4,1,858,2017-06-28  17:42:26,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:42:00 UTC,5.10755787037037,122.5813888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/32c-1-3_summary,32,c,1,3,563,2017-06-28 17:21,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:21:00 UTC,5.092974537037037,122.23138888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/32c-2-3_summary,32,c,2,3,551,2017-06-28  17:25:25,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:25:00 UTC,5.095752314814815,122.29805555555555
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/32c-3-3_summary,32,c,3,3,434,2017-06-28  17:27:38,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:27:00 UTC,5.097141203703703,122.3313888888889
Tetraselmis_experiment/data-raw/flowcam-summaries-jun28/32c-4-3_summary,32,c,4,3,394,2017-06-28  17:29:53,2017-06-23T15:07:07Z,2017-06-23 15:07:07 UTC--2017-06-28 17:29:00 UTC,5.0985300925925925,122.36472222222223
