isolate_code,temperature,growth.rate
338,17.900000000000002,0.8282592198045189
343,18,1.0750551449942565
344,17.7,0.17435676655447302
345,16.8,0.14407410014450234
346,18.7,0.1810143975041565
347,14.600000000000001,0.17643309324506465
348,22.1,1.1255941841377912
350,20.1,1.1663619913456165
351,19.400000000000002,0.8966186074866327
353,19.1,0.8711205579224433
358,21.1,0.47261233211510356
361,3.5,0.5214969243561853
362,0.9,0.3853428659929477
363,6.6000000000000005,0.530505565950366
364,23.6,0.4867315350282997
365,27,0.48529297895228907
366,23.6,0.450957894768581
367,26.6,0.5651022903784421
368,22.200000000000003,0.41680174084963
369,24.3,0.3784635086372046
370,22.400000000000002,0.6918124605816927
372,13.4,0.40644935787548164
402,15.700000000000001,0.3611482949800057
450,24.3,1.2632897203409483
451,25.3,1.631218189469392
452,23.5,1.6804455746690208
453,23.900000000000002,1.6351764576533654
454,23.700000000000003,1.5292056516309094
455,24.3,1.4833369423728706
456,22.900000000000002,1.676217426823584
457,19.5,1.5120455757060058
458,20.3,1.4033443945512425
459,20.400000000000002,1.5200737852183908
460,21,1.3630712383985273
461,20.3,1.439761349807719
462,23.8,1.1653172792414097
463,24.900000000000002,1.1758592819381872
464,24.8,1.4865180300104082
465,25.400000000000002,1.4076677886105673
466,25,1.4702563492286416
467,25.3,1.7830356145029045
468,28.6,2.047954777967896
469,30.400000000000002,2.1715877883227526
470,23.5,1.8109445245394378
471,30.5,2.0168088805912783
472,25.3,1.3244865312641891
473,30.700000000000003,1.8399407714882314
474,30.5,1.9324134397778154
475,30.5,1.940040070737107
476,13.4,0.15582138050692165
477,21.900000000000002,0.938611112936711
538,17.400000000000002,3.093106954049204
542,18.1,0.7213272330787389
543,19.900000000000002,0.6606406425327239
544,18,0.7634791107812866
545,18.8,0.7200486911519008
546,17.8,0.651777558439164
548,23.8,1.1101685003753832
549,23.8,1.292520751301158
550,25.400000000000002,1.3387449804307399
551,26.1,1.4704582141708185
552,25.900000000000002,1.4157650561464936
553,19.200000000000003,0.6386142838241037
554,23.1,0.34709882227660027
555,24.400000000000002,0.40757351159195776
556,22.3,0.3454636055741449
557,24.200000000000003,0.37558271352761824
558,3.5,0.3078700706259799
559,27.400000000000002,0.2711998559180166
560,27.8,0.255953246337855
561,29.200000000000003,0.3742951788550211
562,28.6,0.5592179580694508
563,28.700000000000003,0.5575780781770286
564,27.6,0.6063437241899864
565,32.6,0.7128961262617011
570,18.6,0.6046939890311017
571,18.8,0.4894777842234397
572,23.8,0.5529912218071329
573,22.6,0.5632624763419143
603,25.700000000000003,1.448794023665556
606,11,0.38752567437276386
