curve code,temperature,growth rate original,growth rate mu,
728,3,0.728,0.728,
728,5,0.67,0.67,
728,7,0.494,0.494,
728,8,0.33,0.33,
728,9,0,0,
729,1,0.428,0.428,
729,3,0.71,0.71,
729,5,0.67,0.67,
729,7,0.494,0.494,
729,8,0.355,0.355,
729,9,0,0,
730,0,0.449,0.449,
730,3,0.456,0.456,
730,5,0.501,0.501,
730,7,0.271,0.271,
730,9,0.276,0.276,
730,10,0,0,
731,0,0.649,0.649,
731,3,0.571,0.571,
731,5,0.674,0.674,
731,7,0.516,0.516,
731,9,0.536,0.536,
731,10,0,0,
732,0,0.779,0.779,
732,3,0.709,0.709,
732,5,0.779,0.779,
732,7,0.551,0.551,
732,9,0.569,0.569,
732,10,0,0,
733,0,0.709,0.709,
733,3,0.649,0.649,
733,5,0.852,0.852,
733,7,0.672,0.672,
733,9,0.672,0.672,
733,10,0,0,
734,1,0.495,0.495,
734,4,0.53,0.53,
734,7,0.408,0.408,
734,8,0,0,
735,1,0.6,0.6,
735,4,0.617,0.617,
735,7,0.425,0.425,
735,8,0,0,
736,1,0.766,0.766,
736,4,0.774,0.774,
736,7,0.453,0.453,
736,8,0,0,
737,1,0.801,0.801,
737,4,0.846,0.846,
737,7,0.478,0.478,
737,8,0,0,
738,2,0.39,0.39,
738,5,0.546,0.546,
738,7,0.549,0.549,
738,10,0.494,0.494,
738,13,0.33,0.33,
738,15,0.322,0.322,
738,16,0,0,
739,2,0.39,0.39,
739,5,0.591,0.591,
739,7,0.691,0.691,
739,10,0.699,0.699,
739,15,0.725,0.725,
739,16,0,0,
740,2,0.39,0.39,
740,5,0.828,0.828,
740,7,0.829,0.829,
740,10,0.732,0.732,
740,13,0.732,0.732,
740,15,0.79,0.79,
740,16,0,0,
741,2,0.39,0.39,
741,5,0.876,0.876,
741,7,0.806,0.806,
741,10,0.747,0.747,
741,13,0.747,0.747,
741,15,0.762,0.762,
741,16,0,0,
742,1,0.022,0.308,
742,3,0.029,0.406,
742,5,0.033,0.462,
743,1,0.022,0.308,
743,3,0.029,0.406,
743,5,0.033,0.462,
744,12,0.02,0.28,
744,17,0.027,0.378,
744,22,0.028,0.392,
745,12,0.019,0.266,
745,17,0.0252,0.3528,
745,22,0.0284,0.3976,
746,10,0.045,0.63,
746,15,0.095,1.33,
746,20,0.1,1.4,
746,25,0.078,1.092,
747,10,0.058,0.812,
747,15,0.059,0.826,
747,20,0.087,1.218,
747,25,0.068,0.952,
748,24,0.373,0.373,
748,26,0.645,0.645,
748,28,0.771,0.771,
748,31,0.631,0.631,
749,24,0.424,0.424,
749,26,0.516,0.516,
749,28,0.594,0.594,
749,31,0.527,0.527,
750,24,0.207,0.207,
750,26,0.358,0.358,
750,28,0.321,0.321,
750,31,0.166,0.166,
751,13,0.611,0.611,
751,16,0.816,0.816,
751,19,0.962,0.962,
751,22,1.026,1.026,
751,25,1.204,1.204,
751,28,0.935,0.935,
752,13,0.296,0.296,
752,16,0.324,0.324,
752,19,0.488,0.488,
752,22,0.565,0.565,
752,25,0.711,0.711,
752,28,0.438,0.438,
753,15,0.171,0.171,
753,20,0.293,0.293,
753,25,0.344,0.344,
753,27.5,0.354,0.354,
753,30,0.354,0.354,
753,35,0.324,0.324,
753,40,-0.45,-0.45,
754,15,0.114,0.114,
754,20,0.252,0.252,
754,25,0.31,0.31,
754,27.5,0.334,0.334,
754,30,0.334,0.334,
754,35,0.115,0.115,
755,20,0.203,0.203,
755,25,0.263,0.263,
755,27.5,0.243,0.243,
755,30,0.224,0.224,
755,35,0.093,0.093,
756,10,0.151,0.151,
756,15,0.171,0.171,
756,20,0.272,0.272,
756,25,0.273,0.273,
756,27.5,0.293,0.293,
756,30,0.263,0.263,
756,35,-0.5,-0.5,
757,10,0.121,0.121,
757,15,0.191,0.191,
757,20,0.242,0.242,
757,25,0.261,0.261,
757,27.5,0.243,0.243,
757,30,0.052,0.052,
758,10,0.062,0.062,
758,15,0.113,0.113,
758,20,0.17,0.17,
758,25,0.19,0.19,
758,27.5,0.18,0.18,
758,30,0.16,0.16,
758,35,-0.047,-0.047,
759,10,-0.009,-0.009,
759,15,0.082,0.082,
759,20,0.149,0.149,
759,25,0.292,0.292,
759,27.5,0.292,0.292,
759,30,0.322,0.322,
759,35,0.353,0.353,
759,40,-0.45,-0.45,
760,10,0,0,
760,12,0.034,0.034,
760,14,0.208,0.208,
760,16,0.227,0.227,
760,18,0.433,0.433,
760,20,0.435,0.435,
760,22,0.494,0.494,
760,24,0.574,0.574,
760,26,0.521,0.521,
760,28,0.521,0.521,
760,30,0.267,0.267,
760,32,0,0,
761,10,0,0,
761,12,0.01,0.01,
761,14,0.223,0.223,
761,16,0.177,0.177,
761,18,0.271,0.271,
761,20,0.351,0.351,
761,22,0.364,0.364,
761,24,0.378,0.378,
761,26,0.525,0.525,
761,28,0.465,0.465,
761,30,0.217,0.217,
761,32,0,0,
762,3,0.41,0.284190344,
762,5,0.63,0.436682724,
762,7,0.65,0.450545667,
762,10,0.65,0.450545667,
762,15,0,0,
763,3,0.25,0.173286795,
763,5,0.48,0.332710647,
763,7,0,0,
764,3,0.45,0.311916231,
764,5,0.44,0.304984759,
764,7,0.44,0.304984759,
764,10,0,0,
765,20,0.08,0.08,
765,26,0.21,0.21,
765,30,0.2,0.2,
766,5,0.18,0.18,
766,8,0.33,0.33,
766,10,0.49,0.49,
766,12,0.76,0.76,
766,16,0.74,0.74,
766,21,1.2,1.2,
766,26,1.37,1.37,
767,5,0.17,0.17,
767,10,0.34,0.34,
767,12,0.45,0.45,
767,16,0.76,0.76,
767,21,0.72,0.72,
768,5,0.009,0.009,
768,10,0.058,0.058,
768,15,0.09,0.09,
768,20,0.125,0.125,
768,25,0.097,0.097,
769,5,0,0,
769,15,0.081,0.081,
769,20,0.098,0.098,
769,25,0.083,0.083,
770,8.5,0.0107,0.0107,
770,14.5,0.0682,0.0682,
770,16,0.055,0.055,
770,22,0.0846,0.0846,
770,25.5,0.1079,0.1079,
770,30,0.1066,0.1066,
770,34,0.0956,0.0956,
770,34.5,0.044,0.044,
771,9.5,0.033,0.033,
771,15.5,0.0516,0.0516,
771,16,0.0503,0.0503,
771,17,0.0758,0.0758,
771,19.5,0.0736,0.0736,
771,27,0.0868,0.0868,
771,28,0.0954,0.0954,
771,32.5,0.0906,0.0906,
771,33,0.0318,0.0318,
772,13,0.0009,0.0009,
772,14.5,0.045,0.045,
772,16,0.0384,0.0384,
772,20,0.045,0.045,
772,25,0.0714,0.0714,
772,26.5,0.0758,0.0758,
772,27,0.0726,0.0726,
772,30,0.0679,0.0679,
772,34,0.0406,0.0406,
773,25,1,0.693147181,
773,33,2,1.386294361,
773,37,1.8,1.247664925,
773,38,1.6,1.109035489,
774,20,0.0181,0.0181,
774,25,0.1274,0.1274,
774,30,0.1347,0.1347,
774,32,0.1419,0.1419,
774,35,0.1376,0.1376,
774,37,0.1216,0.1216,
774,40,0.0101,0.0101,
775,20,0.008,0.008,
775,25,0.1122,0.1122,
775,30,0.1296,0.1296,
775,32,0.1347,0.1347,
775,35,0.1426,0.1426,
775,37,0.1549,0.1549,
775,40,0.0485,0.0485,
776,10,0.065,0.065,
776,15,0.1,0.1,
776,20,0.14,0.14,
776,25,0.245,0.245,
776,28,0.21,0.21,
776,30,0.185,0.185,
777,10,0.08,0.08,
777,15,0.1,0.1,
777,20,0.255,0.255,
777,25,0.245,0.245,
777,28,0.25,0.25,
777,30,0.22,0.22,
778,10,0.085,0.085,
778,15,0.1,0.1,
778,20,0.235,0.235,
778,25,0.27,0.27,
778,28,0.26,0.26,
778,30,0.255,0.255,
779,10,0.06,0.06,
779,15,0.15,0.15,
779,20,0.195,0.195,
779,25,0.225,0.225,
779,28,0.215,0.215,
779,30,0.15,0.15,
780,10,0.07,0.07,
780,15,0.16,0.16,
780,20,0.275,0.275,
780,25,0.315,0.315,
780,28,0.325,0.325,
780,30,0.255,0.255,
781,10,0.075,0.075,
781,15,0.185,0.185,
781,20,0.28,0.28,
781,25,0.285,0.285,
781,28,0.36,0.36,
781,30,0.205,0.205,
782,10,0.12,0.12,
782,15,0.19,0.19,
782,20,0.235,0.235,
782,25,0.25,0.25,
782,28,0.22,0.22,
782,30,0.14,0.14,
783,10,0.1,0.1,
783,15,0.21,0.21,
783,20,0.335,0.335,
783,25,0.41,0.41,
783,28,0.41,0.41,
783,30,0.26,0.26,
784,10,0.115,0.115,
784,15,0.23,0.23,
784,20,0.355,0.355,
784,25,0.47,0.47,
784,28,0.46,0.46,
784,30,0.25,0.25,
785,10,0.075,0.075,
785,15,0.15,0.15,
785,20,0.2,0.2,
785,25,0.24,0.24,
785,28,0.175,0.175,
785,30,0.13,0.13,
786,10,0.065,0.065,
786,15,0.18,0.18,
786,20,0.27,0.27,
786,25,0.3,0.3,
786,28,0.335,0.335,
786,30,0.27,0.27,
787,10,0.07,0.07,
787,15,0.185,0.185,
787,20,0.285,0.285,
787,25,0.385,0.385,
787,28,0.41,0.41,
787,30,0.345,0.345,
788,10,0.085,0.085,
788,15,0.18,0.18,
788,20,0.225,0.225,
788,25,0.26,0.26,
788,28,0.185,0.185,
788,30,0.125,0.125,
789,10,0.085,0.085,
789,15,0.245,0.245,
789,20,0.34,0.34,
789,25,0.41,0.41,
789,28,0.405,0.405,
789,30,0.335,0.335,
790,10,0.095,0.095,
790,15,0.255,0.255,
790,20,0.44,0.44,
790,25,0.45,0.45,
790,28,0.55,0.55,
790,30,0.5,0.5,
791,10,0.085,0.085,
791,15,0.145,0.145,
791,20,0.195,0.195,
791,25,0.205,0.205,
791,28,0.205,0.205,
791,30,0.17,0.17,
792,10,0.085,0.085,
792,15,0.185,0.185,
792,20,0.25,0.25,
792,25,0.26,0.26,
792,28,0.32,0.32,
792,30,0.315,0.315,
793,10,0.08,0.08,
793,15,0.21,0.21,
793,20,0.29,0.29,
793,25,0.29,0.29,
793,28,0.32,0.32,
793,30,0.35,0.35,
794,10,0.08,0.08,
794,15,0.255,0.255,
794,20,0.27,0.27,
794,25,0.3,0.3,
794,28,0.275,0.275,
794,30,0.19,0.19,
795,10,0.07,0.07,
795,15,0.265,0.265,
795,20,0.38,0.38,
795,25,0.435,0.435,
795,28,0.43,0.43,
795,30,0.39,0.39,
796,10,0.105,0.105,
796,15,0.29,0.29,
796,20,0.38,0.38,
796,25,0.49,0.49,
796,28,0.595,0.595,
796,30,0.425,0.425,
797,10,0.07,0.07,
797,15,0.18,0.18,
797,20,0.335,0.335,
797,25,0.37,0.37,
797,28,0.395,0.395,
797,30,0.335,0.335,
798,10,0.055,0.055,
798,15,0.29,0.29,
798,20,0.41,0.41,
798,25,0.505,0.505,
798,28,0.57,0.57,
798,30,0.515,0.515,
799,10,0.07,0.07,
799,15,0.31,0.31,
799,20,0.43,0.43,
799,25,0.53,0.53,
799,28,0.805,0.805,
799,30,0.715,0.715,
800,10,0.06,0.06,
800,15,0.195,0.195,
800,20,0.29,0.29,
800,25,0.28,0.28,
800,28,0.255,0.255,
800,30,0.23,0.23,
801,10,0.06,0.06,
801,15,0.2,0.2,
801,20,0.4,0.4,
801,25,0.575,0.575,
801,28,0.54,0.54,
801,30,0.495,0.495,
802,10,0.055,0.055,
802,15,0.255,0.255,
802,20,0.485,0.485,
802,25,0.685,0.685,
802,28,0.8,0.8,
802,30,0.82,0.82,
803,10,0.105,0.105,
803,15,0.16,0.16,
803,20,0.27,0.27,
803,25,0.315,0.315,
803,28,0.27,0.27,
803,30,0.2,0.2,
804,10,0.105,0.105,
804,15,0.205,0.205,
804,20,0.43,0.43,
804,25,0.505,0.505,
804,28,0.6,0.6,
804,30,0.505,0.505,
805,10,0.08,0.08,
805,15,0.2,0.2,
805,20,0.49,0.49,
805,25,0.665,0.665,
805,28,0.68,0.68,
805,30,0.785,0.785,
806,10,0.08,0.08,
806,15,0.165,0.165,
806,20,0.245,0.245,
806,25,0.3,0.3,
806,28,0.29,0.29,
806,30,0.245,0.245,
807,10,0.085,0.085,
807,15,0.2,0.2,
807,20,0.395,0.395,
807,25,0.505,0.505,
807,28,0.54,0.54,
807,30,0.53,0.53,
808,10,0.075,0.075,
808,15,0.22,0.22,
808,20,0.46,0.46,
808,25,0.6,0.6,
808,28,0.74,0.74,
808,30,0.835,0.835,
809,10,0.18,0.18,
809,15,0.3,0.3,
809,20,0.37,0.37,
809,25,0.41,0.41,
809,28,0.445,0.445,
809,30,0.32,0.32,
810,10,0.2,0.2,
810,15,0.375,0.375,
810,20,0.65,0.65,
810,25,0.7,0.7,
810,28,0.84,0.84,
810,30,0.79,0.79,
811,10,0.2,0.2,
811,15,0.445,0.445,
811,20,0.68,0.68,
811,25,0.87,0.87,
811,28,0.98,0.98,
811,30,1.14,1.14,
812,13,0.06,0.06,
812,17,0.18,0.18,
812,19,0.218,0.218,
812,21,0.283,0.283,
812,23,0.26,0.26,
812,25,0.312,0.312,
812,27,0.232,0.232,
812,30,0.112,0.112,
813,13,0.003,0.003,
813,17,0.174,0.174,
813,19,0.199,0.199,
813,21,0.199,0.199,
813,23,0.226,0.226,
813,25,0.217,0.217,
813,27,0.028,0.028,
813,30,0,0,
814,11,-0.367,-0.367,
814,11,-0.159,-0.159,
814,20,0.081,0.081,
814,20,0.06,0.06,
814,29,-0.002,-0.002,
814,29,-0.127,-0.127,
816,11,-0.034,-0.034,
816,11,0.037,0.037,
816,20,0.381,0.381,
816,20,0.444,0.444,
816,29,-0.026,-0.026,
816,29,-0.139,-0.139,
818,11,0.111,0.111,
818,11,0.111,0.111,
818,20,0.631,0.631,
818,20,0.622,0.622,
818,29,0.476,0.476,
818,29,0.651,0.651,
820,2,0.232,0.232,
820,4,0.272,0.272,
820,6,0.317,0.317,
820,7.5,0.327,0.327,
820,9.5,0.373,0.373,
820,11,0.463,0.463,
820,12.5,0.454,0.454,
820,14,0.418,0.418,
820,15.5,0.463,0.463,
820,16.5,0.474,0.474,
820,18,0.466,0.466,
820,19.5,0.415,0.415,
820,21,0.348,0.348,
820,22.5,0.299,0.299,
820,23.5,0.08,0.08,
820,25,0,0,
821,8,0,0,
821,12,0,0,
821,16,0.19,0.19,
821,20,1.1,1.1,
821,24,0.5,0.5,
821,28,0.59,0.59,
821,32,0.54,0.54,
822,-2,0,0,
822,0,0.16,0.16,
822,2,0.17,0.17,
822,4,0.35,0.35,
822,6,0.12,0.12,
822,8,0,0,
823,2,0,0,
823,4,0.23,0.23,
823,6,0.19,0.19,
823,8,0.5,0.5,
823,12,0,0,
824,15,0.1411,0.097803067,
824,15,0.1505,0.104318651,
824,15,0.1594,0.110487661,
824,15,0.1641,0.113745452,
824,20,0.1536,0.106467407,
824,20,0.1698,0.117696391,
824,20,0.1735,0.120261036,
824,20,0.1845,0.127885655,
824,25,0.1933,0.13398535,
824,25,0.1991,0.138005604,
824,25,0.2028,0.140570248,
824,25,0.2122,0.147085832,
824,30,0.1568,0.108685478,
824,30,0.1515,0.105011798,
824,30,0.1421,0.098496214,
824,30,0.1312,0.09094091,
824,35,0.1223,0.0847719,
824,35,0.1097,0.076038246,
824,35,0.1061,0.073542916,
824,35,0.1019,0.070631698,
828,15,0.1333,0.092396519,
828,15,0.1442,0.099951823,
828,15,0.1536,0.106467407,
828,20,0.1463,0.101407433,
828,20,0.1427,0.098912103,
828,20,0.1385,0.096000885,
828,20,0.1333,0.092396519,
828,25,0.1312,0.09094091,
828,25,0.1275,0.088376266,
828,25,0.1223,0.0847719,
828,25,0.1134,0.07860289,
828,30,0.1343,0.093089666,
828,30,0.1238,0.085811621,
828,30,0.1129,0.078256317,
828,30,0.1035,0.071740733,
828,35,0,0,
828,35,0,0,
832,9,0,0,
832,12,0.439,0.304291612,
832,15,0.605,0.419354044,
832,18,0.937,0.649478908,
832,21,1.162,0.805437024,
832,24,1.269,0.879603772,
832,27,1.227,0.850491591,
832,27,0.877,0.607890077,
834,6,0.513,0.355584504,
834,9,0.737,0.510849472,
834,12,0.808,0.560062922,
834,15,1.032,0.71532789,
834,18,1.369,0.94891849,
834,21,1.322,0.916340573,
834,24,1.156,0.801278141,
834,27,0,0,
835,6,0.366,0.253691868,
835,9,0.619,0.429058105,
835,12,0.903,0.625911904,
835,18,1.339,0.928124075,
835,21,1.752,1.21439386,
835,24,1.569,1.087547926,
835,27,1.198,0.830390322,
836,9,0,0,
836,12,0.62,0.429751252,
836,15,0.677,0.469260641,
836,18,1.175,0.814447937,
836,21,1.274,0.883069508,
836,24,1.338,0.927430928,
836,27,1.306,0.905250218,
836,27,1.062,0.736122306,
838,9,0.247,0.171207354,
838,12,0.513,0.355584504,
838,15,0.719,0.498372823,
838,18,0.943,0.653637791,
838,21,1.256,0.870592859,
838,24,1.463,1.014074325,
838,27,1.21,0.838708088,
839,6,0.791,0.54827942,
839,9,0.914,0.633536523,
839,12,0.953,0.660569263,
839,18,1.092,0.756916721,
839,24,0.844,0.58501622,
839,27,0.008,0.005545177,
840,5,0,0,
840,10,0.838,0.580857337,
840,15,1.485,1.029323563,
840,20,1.7,1.178350207,
840,25,1.354,0.938521282,
840,30,0,0,
841,10,0,0,
841,15,0.785,0.544120537,
841,20,1.408,0.97595123,
841,25,1.4,0.970406053,
841,30,0,0,
842,0,0.371,0.257157604,
842,2,0.42,0.291121816,
842,4,0.471,0.326472322,
842,6,0.449,0.311223084,
842,8,0.141,0.097733752,
842,10,0.1,0.069314718,
843,7,1.2,0.831776617,
843,10,1.5,1.039720771,
843,10,1.6,1.109035489,
843,15,3.3,2.287385696,
843,20,2.6,1.802182669,
845,10,0.536,0.371526889,
845,16,0.665,0.460942875,
845,21,1.154,0.799891846,
845,26,0.669,0.463715464,
846,5,0.098,0.098,
846,10,0.15,0.15,
846,15,0.462,0.462,
846,20,0.291,0.291,
846,25,-0.162,-0.162,
847,5,0.083,0.083,
847,10,0.124,0.124,
847,15,0.28,0.28,
847,20,0.15,0.15,
847,25,-0.054,-0.054,
848,10,0.2,0.2,
848,15,0.38,0.38,
848,20,0.45,0.45,
848,25,0.52,0.52,
849,10,0.27,0.27,
849,15,0.37,0.37,
849,20,0.53,0.53,
849,25,0.56,0.56,
850,10,0.35,0.35,
850,15,0.38,0.38,
850,20,0.58,0.58,
850,25,0.68,0.68,
851,10,0.31,0.31,
851,15,0.38,0.38,
851,20,0.53,0.53,
851,25,0.61,0.61,
852,10,0.52,0.52,
852,15,0.42,0.42,
852,20,0.44,0.44,
852,25,0.37,0.37,
853,0,0.59,0.59,
853,5,0.49,0.49,
853,10,0.44,0.44,
853,15,0.71,0.71,
854,0,0.62,0.62,
854,5,0.48,0.48,
854,10,0.58,0.58,
854,15,0.37,0.37,
855,0,0.42,0.42,
855,5,0.66,0.66,
855,10,0.55,0.55,
855,15,0.49,0.49,
856,0,0.55,0.55,
856,5,0.69,0.69,
856,10,0.6,0.6,
856,15,0.41,0.41,
857,0,0.52,0.52,
857,5,0.6,0.6,
857,10,0.33,0.33,
857,15,0.38,0.38,
858,5,0.16,0.16,
858,10,0.45,0.45,
858,15,0.83,0.83,
858,20,0.71,0.71,
859,5,0.36,0.36,
859,10,0.4,0.4,
859,15,0.47,0.47,
859,20,0.77,0.77,
860,5,0.19,0.19,
860,10,0.45,0.45,
860,15,0.68,0.68,
860,20,1.18,1.18,
861,5,0.18,0.18,
861,10,0.38,0.38,
861,15,0.45,0.45,
861,20,0.67,0.67,
862,5,0.89,0.89,
862,10,0.21,0.21,
862,15,0.41,0.41,
862,20,0.6,0.6,
863,0,0.17,0.17,
863,5,0.34,0.34,
863,10,0.42,0.42,
863,15,0.44,0.44,
863,17,0.39,0.39,
864,0,0.16,0.16,
864,5,0.24,0.24,
864,10,0.28,0.28,
864,15,0.51,0.51,
864,17,0.39,0.39,
865,0,0.15,0.15,
865,5,0.36,0.36,
865,10,0.48,0.48,
865,15,0.44,0.44,
866,0,0.14,0.14,
866,5,0.29,0.29,
866,10,0.32,0.32,
866,15,0.35,0.35,
867,0,0.06,0.06,
867,5,0.22,0.22,
867,10,0.26,0.26,
867,15,0.35,0.35,
868,0,0.25,0.25,
868,5,0.26,0.26,
868,7,0.4,0.4,
868,10,0.49,0.49,
869,0,0.24,0.24,
869,5,0.36,0.36,
869,7,0.33,0.33,
869,10,0.27,0.27,
870,0,0.21,0.21,
870,5,0.29,0.29,
870,7,0.29,0.29,
870,10,1.62,1.62,
871,0,0.27,0.27,
871,5,0.33,0.33,
871,7,0.29,0.29,
871,10,1.21,1.21,
872,0,0.14,0.14,
872,5,0.69,0.69,
872,7,0.39,0.39,
872,10,2.13,2.13,
873,15,0.154,0.106744666,
873,20,0.272,0.188536033,
873,25,0.256,0.177445678,
874,9.5,0,0,
874,12.5,0.188,0.188,
874,16.5,0.317,0.317,
874,21,0.361,0.361,
874,24.5,0.403,0.403,
874,27.5,0.313,0.313,
874,29,0.302,0.302,
874,32,0,0,
875,9.5,0,0,
875,12.5,0.086,0.086,
875,16.5,0.216,0.216,
875,21,0.344,0.344,
875,24.5,0.355,0.355,
875,27.5,0.227,0.227,
875,29,0.169,0.169,
875,32,0,0,
876,6,0,0,
876,9.5,0.114,0.114,
876,12.5,0.183,0.183,
876,16.5,0.239,0.239,
876,21,0.289,0.289,
876,24.5,0.305,0.305,
876,27.5,0.254,0.254,
876,29,0.266,0.266,
876,32,0.105,0.105,
876,35,0,0,
877,0,0.555,0.384696685,
877,5,0.841,0.582936779,
877,10,1.317,0.912874837,
877,15,1.246,0.863661387,
878,0,0.667,0.462329169,
878,5,1.036,0.718100479,
878,10,1.796,1.244892336,
878,15,1.489,1.032096152,
879,0,0.661,0.458170286,
879,5,1.318,0.913567984,
879,10,1.787,1.238654012,
879,15,1.278,0.885842097,
880,0,0.382,0.264782223,
880,5,1.127,0.781176872,
880,10,1.64,1.136761376,
880,15,0,0,
881,0,0.509,0.352811915,
881,5,0.841,0.582936779,
881,10,0.971,0.673045912,
881,15,1.003,0.695226622,
882,0,0.603,0.41796775,
882,5,0.968,0.670966471,
882,10,1.396,0.967633464,
882,15,1.598,1.107649195,
883,0,0.643,0.445693637,
883,5,1.241,0.860195651,
883,10,1.568,1.086854779,
883,15,1.612,1.117353255,
884,0,0.573,0.397173334,
884,5,1.223,0.847719002,
884,10,1.403,0.972485494,
884,15,0,0,
885,0,0.427,0.295973846,
885,5,0.477,0.330631205,
885,10,0.603,0.41796775,
885,15,0.6,0.415888308,
886,0,0.603,0.41796775,
886,5,0.75,0.519860385,
886,10,1.142,0.79157408,
886,15,1.296,0.898318746,
887,0,0.643,0.445693637,
887,5,1.005,0.696612916,
887,10,1.359,0.941987018,
887,15,1.695,1.174884471,
888,0,0.541,0.374992625,
888,5,1.05,0.72780454,
888,10,1.322,0.916340573,
888,15,0,0,
889,10,0.331,0.229431717,
889,15,0.627,0.434603282,
889,20,0.655,0.454011403,
889,25,0.665,0.460942875,
889,30,0.397,0.275179431,
890,5,-0.0712,-0.0712,
890,8,0.019,0.019,
890,15,0.117,0.117,
890,20,0.415,0.415,
890,25,0.458,0.458,
890,30,0.404,0.404,
890,32,0.342,0.342,
890,35,-0.165,-0.165,
891,10,0.26251026,0.181958247,
891,15,0.506676536,0.351201412,
891,20,0.483996694,0.335480944,
891,25,0.697674816,0.483591332,
891,28,0.753588669,0.522347861,
891,30,0.803444047,0.556904976,
892,10,0.040045104,0.027757151,
892,15,0.495406684,0.343389746,
892,20,0.692215974,0.479807551,
892,25,0.9231657,0.639889702,
892,30,0.527362823,0.365540054,
893,15,0.284,0.196853799,
893,20,0.491,0.340335266,
893,25,0.558,0.386776127,
894,15,0.379,0.262702781,
894,20,0.574,0.397866482,
894,25,0.772,0.535109623,
894,30,0.419,0.290428669,
895,10,0.115,0.079711926,
895,15,0.355,0.246067249,
895,20,0.654,0.453318256,
895,25,1.038,0.719486773,
895,30,0.574,0.397866482,
896,10,0.153,0.106051519,
896,15,0.355,0.246067249,
896,20,0.596,0.41311572,
896,25,0.912,0.632150229,
896,30,0.538,0.372913183,
897,10,0,0,
897,15,0.098,0.098,
897,20,0.257,0.257,
897,22.5,0.389,0.389,
897,25,0.508,0.508,
897,28,0.398,0.398,
897,31,0,0,
898,10,0,0,
898,15,0.331,0.229431717,
898,20,0.553,0.383310391,
898,25,0.599,0.415195161,
898,30,0.419,0.290428669,
898,35,0,0,
899,10,0.356,0.356,
899,15,0.384,0.384,
899,20,0.55,0.55,
899,25,1.01,1.01,
899,30,0.74,0.74,
900,9,0.792,0.548972567,
900,14,1.288,0.892773569,
900,19,1.004,0.695919769,
900,22,0.45,0.311916231,
901,9,0.54,0.374299478,
901,14,0.942,0.652944644,
901,19,0.888,0.615514696,
901,22,0,0,
902,9,0.664,0.460249728,
902,14,1.16,0.804050729,
902,19,1.161,0.804743877,
902,22,0.456,0.316075114,
903,9,0.512,0.354891356,
903,14,0.704,0.487975615,
903,19,0.895,0.620366727,
903,22,0,0,
904,9,0.469,0.325086028,
904,14,0.812,0.562835511,
904,19,0.623,0.431830693,
904,22,0.396,0.274486284,
905,9,0.635,0.44014846,
905,14,0.865,0.599572311,
905,19,1.188,0.823458851,
905,22,1.089,0.75483728,
906,9,0.613,0.424899222,
906,14,0.859,0.595413428,
906,19,1.188,0.823458851,
906,22,1.089,0.75483728,
907,9,0.553,0.383310391,
907,14,1.073,0.743746925,
907,19,1.286,0.891387274,
907,22,1.133,0.785335756,
908,9,0.476,0.329938058,
908,14,1.128,0.78187002,
908,19,1.265,0.876831183,
908,22,1.111,0.770086518,
909,9,0.46,0.318847703,
909,14,1.051,0.728497687,
909,19,1.248,0.865047681,
909,22,1.073,0.743746925,
910,9,0.74,0.512928914,
910,14,0.898,0.622446168,
910,19,1.017,0.704930683,
910,22,1.025,0.71047586,
911,9,0.646,0.447773079,
911,14,0.92,0.637695406,
911,19,0.94,0.65155835,
911,22,0.926,0.641854289,
912,15,-0.026,-0.026,
912,20,0.263,0.263,
912,25,0.599,0.599,
912,31,0.57,0.57,
913,15,-0.009,-0.009,
913,20,0.255,0.255,
913,20,0.336,0.336,
913,25,0.643,0.643,
913,31,0.653,0.653,
914,13,0,0,
914,14,0.177,0.177,
914,16,0.272,0.272,
914,18,0.309,0.309,
914,22,0.432,0.432,
914,23,0.468,0.468,
914,24,0.486,0.486,
914,25,0.473,0.473,
914,26,0.42,0.42,
914,27,0.364,0.364,
914,28,0,0,
915,17,0,0,
915,18,0.212,0.212,
915,19,0.267,0.267,
915,22,0.352,0.352,
915,23,0.369,0.369,
915,24,0.393,0.393,
915,25,0.424,0.424,
915,26,0.448,0.448,
915,27,0.448,0.448,
915,28,0.472,0.472,
915,29,0.381,0.381,
915,30,0,0,
916,5,0.5,0.5,
916,8,0.8,0.8,
916,10,1,1,
916,12,1.2,1.2,
916,15,1.4,1.4,
916,18,1.3,1.3,
916,20,1.5,1.5,
916,25,1.6,1.6,
916,27,0.6,0.6,
916,30,0,0,
917,8,0,0,
917,10,0.1,0.1,
917,12,0.3,0.3,
917,15,0.8,0.8,
917,18,1.3,1.3,
917,20,1,1,
917,25,1.5,1.5,
917,27,1.3,1.3,
917,30,0,0,
918,9,0.662,0.458863434,
918,12.5,0.762,0.528178152,
918,15,1.11,0.76939337,
918,20,1.46,1.011994884,
919,9,0.48,0.332710647,
919,12.5,0.704,0.487975615,
919,15,0.848,0.587788809,
919,20,1.39,0.963474581,
920,10,0.356,0.356,
920,15,0.827,0.827,
920,20,1.226,1.226,
920,25,1.29,1.29,
920,30,1.247,1.247,
920,35,0,0,
921,10,0.61,0.61,
921,15,1.219,1.219,
921,20,1.375,1.375,
921,25,1.447,1.447,
921,30,1.9,1.9,
921,35,0,0,
922,10,1.015,1.015,
922,15,1.461,1.461,
922,20,1.578,1.578,
922,25,1.603,1.603,
922,30,1.69,1.69,
922,35,0,0,
923,10,0.89,0.89,
