file_name,replicate,other,cell_density,start_time,cell_volume
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-1-3_summary,20v,1,1013,2017-06-16  15:44:28,858.41
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-2-1_summary,20v,2,632,2017-06-16  15:46:15,749.50
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-2-2_summary,20v,2,862,2017-06-16  15:57:09,680.54
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-2-3_summary,20v,2,575,2017-06-16  15:58:51,590.01
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-3-1_summary,20v,3,832,2017-06-16  16:00:34,842.33
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-3-2_summary,20v,3,1205,2017-06-16  16:02:16,719.46
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/20v-3-3_summary,20v,3,476,2017-06-16  16:04:00,906.92
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-1-1_summary_export,24c,1,667,2017-06-16  13:39:48,913.99
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-1-2_summary,24c,1,814,2017-06-16  13:42:21,795.69
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-1-3_summary,24c,1,1305,2017-06-16  13:44:03,854.97
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-2-1_summary,24c,2,1063,2017-06-16  13:45:54,799.95
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-2-2_summary,24c,2,825,2017-06-16  13:47:39,736.00
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-2-3_summary,24c,2,768,2017-06-16  13:49:23,789.13
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-3-1_summary,24c,3,381,2017-06-16  13:51:19,479.93
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-3-2_summary,24c,3,703,2017-06-16  13:53:14,799.56
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-3-3_summary,24c,3,723,2017-06-16  13:57:31,652.96
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-4-1_summary,24c,4,534,2017-06-16  13:55:42,880.45
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-4-2_summary,24c,4,1102,2017-06-16  13:59:16,806.62
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24c-4-3_summary,24c,4,1054,2017-06-16  14:01:02,679.65
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-1-1_summary,24v,1,896,2017-06-16  14:11:52,887.35
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-1-2_summary,24v,1,735,2017-06-16  14:13:35,2389.49
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-1-3_summary,24v,1,1078,2017-06-16  14:15:20,827.20
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-1-4_summary,24v,1,495,2017-06-16  14:17:10,848.77
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-1-5_summary,24v,1,766,2017-06-16  14:18:57,661.06
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-2-1_summary,24v,2,1167,2017-06-16  14:21:28,833.11
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-2-2_summary,24v,2,722,2017-06-16  14:23:08,721.03
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-2-3_summary,24v,2,761,2017-06-16  14:26:31,819.29
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-2-4_summary,24v,2,670,2017-06-16  14:24:51,862.71
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-2-5_summary,24v,2,656,2017-06-16  14:29:35,905.85
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-3-1_summary,24v,3,703,2017-06-16  14:31:28,762.28
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-3-2_summary,24v,3,772,2017-06-16  14:33:12,876.58
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-3-3_summary,24v,3,613,2017-06-16  14:34:58,767.54
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-3-4_summary,24v,3,1316,2017-06-16  14:36:47,779.28
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-3-5_summary,24v,3,707,2017-06-16  14:38:32,676.31
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-4-1_summary,24v,4,1085,2017-06-16  14:41:35,812.75
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-4-2_summary,24v,4,916,2017-06-16  14:43:16,850.88
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-4-3_summary,24v,4,999,2017-06-16  14:44:58,802.69
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-4-4_summary,24v,4,814,2017-06-16  14:46:40,632.41
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/24v-4-5_summary,24v,4,1321,2017-06-16  14:48:28,839.70
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-1-1_summary,29c,1,1304,2017-06-16  11:06:30,909.05
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-1-2_summary,29c,1,951,2017-06-16  11:08:14,981.82
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-1-3_summary,29c,1,743,2017-06-16  11:10:09,735.86
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-1-4-r2_summary,29c,1,1085,2017-06-16  11:16:28,1382.05
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-1-4_summary_export,29c,1,872,2017-06-16  11:11:50,906.28
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-1-5_summary,29c,1,1275,2017-06-16  11:18:17,926.02
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-2-1_summary_export,29c,2,1357,2017-06-16  11:21:02,860.82
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-2-2_summary,29c,2,1454,2017-06-16  11:23:14,746.70
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-2-3_summary,29c,2,789,2017-06-16  11:24:55,727.88
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-2-4_summary,29c,2,745,2017-06-16  11:26:39,799.96
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-2-5_summary,29c,2,777,2017-06-16  11:28:20,791.79
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-3-1_summary,29c,3,740,2017-06-16  11:31:06,654.88
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-3-2_summary,29c,3,755,2017-06-16  11:32:55,699.59
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-3-3_summary,29c,3,623,2017-06-16  11:34:37,652.89
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-3-4_summary,29c,3,865,2017-06-16  11:36:48,779.03
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-3-5_summary,29c,3,1085,2017-06-16  11:38:30,821.75
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-4-1_summary,29c,4,1526,2017-06-16  11:40:11,799.18
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-4-2_summary,29c,4,856,2017-06-16  11:42:02,670.18
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-4-3_summary,29c,4,931,2017-06-16  11:46:10,835.58
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-4-4_summary,29c,4,688,2017-06-16  11:44:30,867.06
data-raw/flowcam-variability/flowcam-summaries-jun16-morn/29c-4-5_summary,29c,4,883,2017-06-16  11:48:29,877.31
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/10c-5-1_summary,10c,5,26804,2017-06-17  18:45:47,884.14
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/10c-5-2_summary,10c,5,24955,2017-06-17  18:47:35,863.37
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/10c-5-3_summary,10c,5,22172,2017-06-17  18:49:22,931.36
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/10c-5-4_summary,10c,5,22143,2017-06-17  18:51:14,930.41
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20c-1-1_summary,20c,1,2787,2017-06-17  19:38:45,1133.59
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20c-2-1_summary,20c,2,2232,2017-06-17  19:40:28,1071.19
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20c-3-1_summary,20c,3,2711,2017-06-17  19:42:13,912.83
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20c-4-1_summary,20c,4,3799,2017-06-17  19:44:02,1106.74
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20v-1-1_summary,20v,1,1292,2017-06-17  18:08:38,995.28
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20v-2-1_summary,20v,2,2012,2017-06-17  18:10:23,1190.07
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20v-3-1_summary,20v,3,706,2017-06-17  18:12:07,971.96
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/20v-4-1_summary,20v,4,1194,2017-06-17  18:13:48,1067.99
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24c-1-1_summary,24c,1,5721,2017-06-17  19:29:58,1004.85
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24c-2-1_summary,24c,2,4379,2017-06-17  19:31:43,1047.78
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24c-3-1_summary,24c,3,5556,2017-06-17  19:33:31,944.35
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24c-4-1_summary,24c,4,5793,2017-06-17  19:35:18,1009.81
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24v-1-1_summary,24v,1,2235,2017-06-17  17:59:42,1117.05
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24v-2-1_summary,24v,2,1991,2017-06-17  18:01:21,991.01
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24v-3-1_summary,24v,3,1578,2017-06-17  18:03:08,1147.44
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/24v-4-1_summary,24v,4,1443,2017-06-17  18:04:51,931.02
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/29c-1-1_summary,29c,1,4512,2017-06-17  18:36:27,984.79
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/29c-2-1_summary,29c,2,2343,2017-06-17  18:38:14,1017.29
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/29c-3-1_summary,29c,3,3716,2017-06-17  18:40:10,1079.06
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/29c-4-1_summary,29c,4,1045,2017-06-17  18:41:57,1240.72
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5c-5-1_summary,5c,5,13280,2017-06-17  18:17:27,943.86
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5c-5-2_summary,5c,5,10494,2017-06-17  18:19:19,939.12
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5c-5-3_summary,5c,5,9776,2017-06-17  18:21:05,900.41
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5c-5-4_summary,5c,5,17326,2017-06-17  18:23:00,1014.57
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5v-5-1_summary,5v,5,17413,2017-06-17  18:27:03,949.30
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5v-5-2_summary,5v,5,19638,2017-06-17  18:28:58,922.89
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5v-5-3_summary,5v,5,13133,2017-06-17  18:30:46,1007.11
data-raw/flowcam-variability/flowcam-summaries-jun17-eve/5v-5-4_summary,5v,5,12571,2017-06-17  18:32:37,1022.11
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/15v-1-1_summary,15v,1,1124,2017-06-17  16:26:54,996.85
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/15v-2-1_summary,15v,2,2151,2017-06-17  16:28:39,963.50
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/15v-3-1_summary,15v,3,1688,2017-06-17  16:30:25,906.68
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/15v-4-1_summary_export,15v,4,234,2017-06-17  16:32:10,1202.71
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20c-1-1_summary,20c,1,1559,2017-06-17  16:08:56,911.97
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20c-2-1_summary,20c,2,2315,2017-06-17  16:10:42,1101.56
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20c-3-1_summary,20c,3,2534,2017-06-17  16:12:23,999.69
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20c-4-1_summary,20c,4,2877,2017-06-17  16:14:08,1000.02
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20v-1-1_summary_export,20v,1,803,2017-06-17  15:59:40,1122.45
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20v-2-1_summary,20v,2,1543,2017-06-17  16:01:55,1045.48
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20v-3-1_summary,20v,3,1197,2017-06-17  16:03:45,1114.88
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/20v-4-1_summary,20v,4,837,2017-06-17  16:05:29,1116.30
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24c-1-1_summary,24c,1,3119,2017-06-17  15:41:06,959.02
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24c-2-1_summary,24c,2,2469,2017-06-17  15:42:49,1162.74
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24c-3-1_summary,24c,3,2327,2017-06-17  15:44:57,1098.89
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24c-4-1_summary,24c,4,2905,2017-06-17  15:46:39,1043.54
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24v-1-1_summary,24v,1,1688,2017-06-17  15:50:34,1178.28
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24v-2-1_summary,24v,2,1377,2017-06-17  15:52:41,995.40
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24v-3-1_summary,24v,3,1580,2017-06-17  15:54:26,1018.98
data-raw/flowcam-variability/flowcam-summaries-jun17-midday/24v-4-1_summary,24v,4,1311,2017-06-17  15:56:08,1322.76
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/15v-1-1_summary,15v,1,926,2017-06-17  10:13:54,1014.34
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/15v-2-1_summary,15v,2,605,2017-06-17  10:15:36,1281.19
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/15v-3-1_summary,15v,3,289,2017-06-17  10:17:18,839.11
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/15v-4-1_summary_export,15v,4,753,2017-06-17  10:19:02,925.74
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20c-1-1_summary_export,20c,1,1011,2017-06-17  10:50:48,1011.95
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20c-2-1_summary,20c,2,1228,2017-06-17  10:52:57,915.63
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20c-3-1_summary,20c,3,468,2017-06-17  10:54:44,970.80
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20c-4-1_summary_export,20c,4,861,2017-06-17  10:56:33,1033.85
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20v-1-1_summary,20v,1,1825,2017-06-17  09:58:37,860.82
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20v-2-1_summary,20v,2,1568,2017-06-17  10:00:25,1037.03
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20v-3-1_summary,20v,3,1313,2017-06-17  10:02:07,782.18
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/20v-4-1_summary,20v,4,927,2017-06-17  10:10:21,835.50
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-1-1_summary,24c,1,1662,2017-06-17  10:32:26,1088.67
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-1-2_summary,24c,1,1140,2017-06-17  10:40:44,1068.68
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-2-1_summary,24c,2,1676,2017-06-17  10:34:11,1042.14
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-2-2_summary,24c,2,750,2017-06-17  10:43:55,1181.23
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-3-1_summary,24c,3,1716,2017-06-17  10:35:56,969.48
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-3-2_summary,24c,3,1368,2017-06-17  10:45:36,984.13
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-4-1_summary,24c,4,807,2017-06-17  10:37:37,1011.84
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24c-4-2_summary,24c,4,2056,2017-06-17  10:47:22,969.34
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24v-1-1_summary,24v,1,1184,2017-06-17  09:49:43,803.81
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24v-2-1_summary,24v,2,1751,2017-06-17  09:51:25,1076.68
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24v-3-1_summary,24v,3,1149,2017-06-17  09:53:09,1072.75
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/24v-4-1_summary,24v,4,1726,2017-06-17  09:54:59,931.46
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/29c-1-1_summary,29c,1,1271,2017-06-17  10:23:33,1019.93
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/29c-2-1_summary,29c,2,1443,2017-06-17  10:25:18,915.63
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/29c-3-1_summary,29c,3,1445,2017-06-17  10:27:00,1165.06
data-raw/flowcam-variability/flowcam-summaries-jun17-morn/29c-4-1_summary,29c,4,364,2017-06-17  10:28:37,686.97
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/15v-1-3_summary,15v,1,9145,2017-06-18  18:28:13,1010.06
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/15v-2-3_summary,15v,2,5169,2017-06-18  18:29:46,1088.14
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/15v-3-3_summary,15v,3,3879,2017-06-18  18:31:10,1067.74
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/15v-4-3_summary,15v,4,5960,2017-06-18  18:32:51,997.90
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-1-2_summary,20c,1,10243,2017-06-18  17:59:18,981.71
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-1-3_summary,20c,1,9874,2017-06-18  17:32:53,967.11
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-2-2_summary,20c,2,12450,2017-06-18  18:01:00,963.08
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-2-3_summary,20c,2,11939,2017-06-18  17:34:35,984.75
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-3-2_summary,20c,3,11005,2017-06-18  18:02:45,963.47
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-3-3_summary,20c,3,13402,2017-06-18  17:36:23,978.46
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-4-2_summary,20c,4,12344,2017-06-18  18:04:34,965.68
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20c-4-3_summary,20c,4,12987,2017-06-18  17:38:09,930.88
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-1-2_summary,20v,1,9728,2017-06-18  18:53:39,955.26
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-1-3_summary,20v,1,12602,2017-06-18  18:45:34,967.99
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-2-2_summary,20v,2,12321,2017-06-18  18:55:22,958.49
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-2-3_summary,20v,2,11332,2017-06-18  18:47:20,990.77
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-3-2_summary,20v,3,11511,2017-06-18  18:57:04,945.96
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-3-3_summary,20v,3,11328,2017-06-18  18:49:00,962.36
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-4-2_summary,20v,4,11934,2017-06-18  18:58:49,941.85
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/20v-4-3_summary,20v,4,9630,2017-06-18  18:50:43,974.91
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-1-2_summary,24c,1,16926,2017-06-18  17:50:23,894.59
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-1-3_summary,24c,1,16684,2017-06-18  17:21:08,929.71
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-2-1_summary,24c,2,18469,2017-06-18  17:19:38,931.21
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-2-2_summary,24c,2,15623,2017-06-18  17:52:06,924.94
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-2-3_summary_export,24c,2,13441,2017-06-18  17:22:53,914.21
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-3-2_summary,24c,3,14128,2017-06-18  17:53:50,930.76
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-3-3_summary,24c,3,16031,2017-06-18  17:28:00,947.09
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-4-2_summary_export,24c,4,13767,2017-06-18  17:55:37,930.79
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24c-4-3_summary,24c,4,15787,2017-06-18  17:29:44,917.79
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-1-2_summary,24v,1,10753,2017-06-18  19:02:10,1002.03
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-1-3_summary,24v,1,8121,2017-06-18  18:36:28,1026.75
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-2-2_summary,24v,2,10316,2017-06-18  19:03:53,992.80
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-2-3_summary,24v,2,12260,2017-06-18  18:38:06,986.02
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-3-2_summary,24v,3,9865,2017-06-18  19:05:38,976.46
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-3-3_summary,24v,3,10889,2017-06-18  18:39:45,1015.15
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-4-2_summary,24v,4,8725,2017-06-18  19:07:23,1029.72
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/24v-4-3_summary,24v,4,12721,2017-06-18  18:41:28,964.51
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/27c-5-1_summary_export,27c,5,2231,2017-06-18  15:44:15,408.81
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/27c-5-2_summary,27c,5,1718,2017-06-18  15:46:45,413.11
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/27c-5-3_summary,27c,5,2383,2017-06-18  15:48:27,478.43
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/27c-5-4_summary,27c,5,3065,2017-06-18  15:50:11,453.15
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/29c-1-3_summary,29c,1,13574,2017-06-18  17:41:37,886.84
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/29c-2-3_summary,29c,2,8617,2017-06-18  17:43:20,869.83
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/29c-3-3_summary,29c,3,10005,2017-06-18  17:45:05,850.09
