file_name,replicate,sample_day,cell_density,start_time,cell_volume
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/10VIII_03_summary,10VIII,03,1381,2017-02-18  16:00:16,809.74
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/10VIII_04_summary,10VIII,04,1178,2017-02-18  16:10:39,935.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/10VIII_05_summary,10VIII,05,820,2017-02-18  16:13:41,714.38
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/10VIII_06_summary,10VIII,06,1588,2017-02-18  16:18:29,757.38
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CI_01_summary,24CI,01,1386,2017-02-18  16:22:44,826.63
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CI_02_summary,24CI,02,1023,2017-02-18  16:27:25,891.51
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CI_03_summary,24CI,03,1472,2017-02-18  16:33:04,971.97
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CI_04_summary,24CI,04,666,2017-02-18  16:39:51,793.27
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CI_05_summary,24CI,05,1178,2017-02-18  16:44:37,1297.82
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CI_06_summary,24CI,06,1176,2017-02-18  16:49:44,812.98
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CII_01_summary,24CII,01,719,2017-02-18  16:24:15,846.16
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CII_02_summary,24CII,02,973,2017-02-18  16:29:10,796.23
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CII_03_summary,24CII,03,1283,2017-02-18  16:36:38,647.82
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CII_04_summary,24CII,04,1281,2017-02-18  16:41:32,744.39
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CII_05_summary,24CII,05,1281,2017-02-18  16:46:24,964.42
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CII_06_summary,24CII,06,973,2017-02-18  16:51:39,678.07
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CIII_01_summary,24CIII,01,768,2017-02-18  16:25:49,832.41
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CIII_02_summary,24CIII,02,1127,2017-02-18  16:31:03,1408.01
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CIII_03_summary,24CIII,03,922,2017-02-18  16:38:16,725.57
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CIII_04_summary,24CIII,04,1491,2017-02-18  16:43:04,1834.92
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CIII_05_summary,24CIII,05,1588,2017-02-18  16:48:01,733.69
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24CIII_06_summary,24CIII,06,1278,2017-02-18  16:53:12,892.88
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VI_01_summary,24VI,01,1127,2017-02-18  17:03:03,1864.89
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VI_02_summary,24VI,02,1844,2017-02-18  17:07:42,1768.18
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VI_03_summary,24VI,03,1127,2017-02-18  17:14:09,669.10
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VI_04_summary,24VI,04,1040,2017-02-18  17:21:10,1226.08
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VI_05_summary,24VI,05,1026,2017-02-18  17:26:35,475.15
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VI_06_summary,24VI,06,1332,2017-02-18  17:34:01,834.13
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VII_01_summary,24VII,01,1332,2017-02-18  17:04:33,697.68
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VII_02_summary,24VII,02,1947,2017-02-18  17:09:26,981.92
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VII_03_summary,24VII,03,1281,2017-02-18  17:19:10,615.40
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VII_04_summary,24VII,04,1488,2017-02-18  17:22:54,1293.64
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VII_05_summary,24VII,05,1383,2017-02-18  17:28:08,787.41
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VII_06_summary,24VII,06,1074,2017-02-18  17:36:21,1120.33
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VIII_01_summary,24VIII,01,973,2017-02-18  17:06:00,894.56
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VIII_02_summary,24VIII,02,988,2017-02-18  17:12:01,1667.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VIII_03_summary,24VIII,03,1178,2017-02-18  17:17:38,957.71
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VIII_04_summary,24VIII,04,1684,2017-02-18  17:24:23,1028.83
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VIII_05_summary,24VIII,05,717,2017-02-18  17:30:58,922.89
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/24VIII_06_summary,24VIII,06,1537,2017-02-18  17:37:53,888.96
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CI_01_summary,30CI,01,872,2017-02-18  17:42:56,1065.65
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CI_02_summary,30CI,02,1281,2017-02-18  17:49:17,780.52
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CI_03_summary,30CI,03,922,2017-02-18  17:53:51,949.08
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CI_04_summary,30CI,04,1440,2017-02-18  17:59:42,1457.37
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CI_05_summary,30CI,05,563,2017-02-18  18:04:51,1234.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CI_06_summary,30CI,06,1383,2017-02-18  19:07:07,645.49
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CII_01_summary,30CII,01,973,2017-02-18  17:47:44,713.29
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CII_02_summary,30CII,02,871,2017-02-18  17:50:48,3688.57
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CII_03_summary,30CII,03,512,2017-02-18  17:55:30,760.25
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CII_04_summary,30CII,04,885,2017-02-18  18:01:25,858.43
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CII_05_summary,30CII,05,1332,2017-02-18  18:19:33,786.47
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CII_06_summary,30CII,06,1483,2017-02-18  18:27:56,1595.01
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CIII_01_summary,30CIII,01,1196,2017-02-18  17:46:15,1598.40
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CIII_02_summary,30CIII,02,973,2017-02-18  17:52:21,550.09
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CIII_03_summary,30CIII,03,1434,2017-02-18  17:58:10,2231.87
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CIII_04_summary,30CIII,04,615,2017-02-18  18:03:03,1218.42
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CIII_05_summary,30CIII,05,1434,2017-02-18  18:22:08,1414.01
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30CIII_06_summary,30CIII,06,1076,2017-02-18  18:29:32,821.99
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VI_01_summary,30VI,01,1393,2017-02-18  18:32:49,1624.74
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VI_02_summary,30VI,02,1281,2017-02-18  18:37:20,665.65
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VI_03_summary,30VI,03,1034,2017-02-18  18:46:27,828.89
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VI_04_summary,30VI,04,1352,2017-02-18  18:50:05,694.70
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VI_05_summary,30VI,05,1023,2017-02-18  18:54:37,1697.17
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VI_06_summary,30VI,06,1534,2017-02-18  18:59:03,676.46
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_01_summary,30VII,01,1742,2017-02-18  18:34:18,1166.84
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_02_summary,30VII,02,1178,2017-02-18  18:39:06,2043.60
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_03_summary,30VII,03,972,2017-02-18  18:44:38,474.17
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_04_summary,30VII,04,614,2017-02-18  18:51:41,3043.77
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_05_summary,30VII,05,1334,2017-02-18  18:56:12,831.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_06_summary,30VII,06,1694,2017-02-18  19:00:37,724.56
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_01_summary,30VIII,01,1432,2017-02-18  18:35:47,579.64
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_02_summary,30VIII,02,1025,2017-02-18  18:40:39,988.39
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_03_summary,30VIII,03,1023,2017-02-18  18:48:23,1290.99
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_04_summary,30VIII,04,1227,2017-02-18  18:53:09,1260.13
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_05_summary,30VIII,05,826,2017-02-18  18:57:38,815.07
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_06_summary,30VIII,06,686,2017-02-18  19:02:34,921.93
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/TT_inoc_1_summary,TT,inoc,151786,2017-02-18  12:06:33,1641.66
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/TT_inoc_2_summary,TT,inoc,119130,2017-02-18  12:07:12,879.78
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/TT_inoc_3_summary,TT,inoc,70067,2017-02-18  12:08:48,1035.00
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/TT_inoc_4_summary,TT,inoc,79814,2017-02-18  12:10:31,920.40
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/TT_inoc_5_summary,TT,inoc,159119,2017-02-18  12:14:54,902.07
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/TT_inoc_6_summary,TT,inoc,166492,2017-02-18  12:17:26,908.42
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10CI_01_summary,10CI,01,1639,2017-02-19  17:38:30,928.71
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10CII_01_summary,10CII,01,1074,2017-02-19  17:40:57,864.63
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10CIII_01_summary,10CIII,01,1588,2017-02-19  17:43:20,928.92
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10VI_01_summary,10VI,01,1841,2017-02-19  17:47:59,1016.22
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10VII_01_summary,10VII,01,1434,2017-02-19  17:49:40,1011.28
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10VIII_01_summary,10VIII,01,1841,2017-02-19  17:51:18,1212.39
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24CI_01_summary,24CI,01,3330,2017-02-19  17:57:57,1349.17
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24CII_01r_summary,24CII,01r,3490,2017-02-19  18:00:15,1630.41
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24CIII_01_summary,24CIII,01,3227,2017-02-19  18:02:43,1414.93
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24VI_01_summary,24VI,01,2096,2017-02-19  18:08:11,1353.44
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24VII_01_summary,24VII,01,1994,2017-02-19  18:09:55,1135.01
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24VIII_01_summary,24VIII,01,2454,2017-02-19  18:11:40,1344.39
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30CI_01_summary,30CI,01,2254,2017-02-19  18:17:54,1552.24
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30CII_01_summary,30CII,01,3227,2017-02-19  18:19:29,1363.13
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30CIII_01_summary,30CIII,01,2622,2017-02-19  18:21:27,1508.32
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30VI_01_summary,30VI,01,2045,2017-02-19  18:27:28,1195.61
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30VII_01_summary,30VII,01,1690,2017-02-19  18:29:11,1641.85
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30VIII_01_summary,30VIII,01,1483,2017-02-19  18:31:23,1322.34
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10CI_02_summary,10CI,02,2212,2017-02-20  18:53:52,1131.51
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10CII_02_summary,10CII,02,3017,2017-02-20  18:55:59,1158.83
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10CIII_02_summary,10CIII,02,2971,2017-02-20  18:57:31,1147.24
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10VI_02_summary,10VI,02,3937,2017-02-20  19:03:46,1223.50
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10VII_02_summary,10VII,02,3279,2017-02-20  19:05:18,1081.68
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10VIII_02_summary,10VIII,02,3367,2017-02-20  19:07:30,995.87
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24CI_02_summary,24CI,02,11577,2017-02-20  19:19:01,1139.23
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24CII_02_summary,24CII,02,12016,2017-02-20  19:20:46,993.54
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24CIII_02r_summary,24CIII,02r,11300,2017-02-20  19:25:13,1156.86
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24VI_02_summary,24VI,02,7786,2017-02-20  19:35:39,1438.96
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24VII_02_summary,24VII,02,8519,2017-02-20  19:37:26,1372.29
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24VIII_02r_summary,24VIII,02r,6198,2017-02-20  19:41:17,1143.21
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30CI_02_summary,30CI,02,9118,2017-02-20  19:48:36,1141.88
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30CII_02r_summary,30CII,02r,12704,2017-02-20  19:51:59,1106.75
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30CIII_02_summary,30CIII,02,9947,2017-02-20  19:53:43,1163.04
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30VI_02_summary,30VI,02,2100,2017-02-20  19:58:53,875.97
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30VII_02_summary,30VII,02,1329,2017-02-20  20:00:48,1178.95
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30VIII_02_summary,30VIII,02,2590,2017-02-20  20:02:43,1220.49
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10CI_03_summary,10CI,03,4178,2017-02-21  17:58:26,1327.34
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10CII_03_summary,10CII,03,4653,2017-02-21  18:00:56,1501.88
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10CIII_03_summary,10CIII,03,3944,2017-02-21  18:03:21,1431.96
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10VI_03_summary,10VI,03,4003,2017-02-21  18:08:42,1365.41
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10VII_03_summary,10VII,03,3893,2017-02-21  18:12:20,1693.07
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10VIII_03_summary,10VIII,03,5420,2017-02-21  18:14:05,1432.28
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24CI_03_summary,24CI,03,19694,2017-02-21  18:19:36,978.49
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24CII_03_summary,24CII,03,17754,2017-02-21  18:22:06,972.95
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24CIII_03_summary,24CIII,03,13729,2017-02-21  18:24:16,1041.79
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24VI_03_summary,24VI,03,15112,2017-02-21  18:29:42,1032.42
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24VII_03_summary,24VII,03,12653,2017-02-21  18:31:41,984.43
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24VIII_03_summary,24VIII,03,13729,2017-02-21  18:33:46,1021.58
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30CI_03_summary,30CI,03,14702,2017-02-21  18:38:42,940.28
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30CII_03r_summary,30CII,03r,15763,2017-02-21  18:41:34,915.45
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30CIII_03_summary,30CIII,03,16802,2017-02-21  18:44:10,955.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30VI_03_summary,30VI,03,2715,2017-02-21  18:49:36,1340.77
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30VII_03_summary,30VII,03,2454,2017-02-21  18:51:45,1054.98
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30VIII_03_summary,30VIII,03,1812,2017-02-21  18:53:23,955.50
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10CI_04_summary,10CI,04,10450,2017-02-23  13:13:46,1298.52
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10CII_04r_summary,10CII,04r,12725,2017-02-23  13:15:57,1265.17
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10CIII_04_summary,10CIII,04,9905,2017-02-23  13:18:03,1314.14
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10VI_04_summary,10VI,04,10942,2017-02-23  13:27:21,1235.87
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10VII_04_summary,10VII,04,13550,2017-02-23  13:29:25,1256.50
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10VIII_04_summary,10VIII,04,10687,2017-02-23  13:31:23,1301.27
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24CI_04_summary,24CI,04,23098,2017-02-23  13:35:57,940.47
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24CII_04_summary,24CII,04,21310,2017-02-23  13:37:35,980.21
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24CIII_04_summary,24CIII,04,20866,2017-02-23  13:39:39,945.19
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24VI_04r_summary,24VI,04r,25231,2017-02-23  13:45:59,1095.00
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24VII_04_summary,24VII,04,20143,2017-02-23  13:48:10,1065.76
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24VIII_04_summary,24VIII,04,20300,2017-02-23  13:50:14,964.72
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30CI_04_summary,30CI,04,10329,2017-02-23  13:55:40,1038.39
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30CII_04_summary,30CII,04,10758,2017-02-23  13:57:41,861.36
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30CIII_04_summary,30CIII,04,13294,2017-02-23  13:59:24,939.59
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30VI_04_summary,30VI,04,3426,2017-02-23  14:03:52,1748.53
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30VII_04r_summary,30VII,04r,3523,2017-02-23  14:05:51,1571.65
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30VIII_04_summary,30VIII,04,5778,2017-02-23  14:07:58,1445.37
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10CI_05_summary,10CI,05,13090,2017-02-25  18:35:18,1100.83
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10CII_05_summary,10CII,05,10348,2017-02-25  18:36:52,1182.88
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10CIII_05_summary,10CIII,05,17230,2017-02-25  18:38:22,1187.03
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10VI_05_summary,10VI,05,15892,2017-02-25  18:43:25,1164.76
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10VII_05_summary,10VII,05,18390,2017-02-25  18:44:54,1124.62
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10VIII_05_summary,10VIII,05,17622,2017-02-25  18:46:20,1106.21
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24CI_05_summary,24CI,05,20300,2017-02-25  18:49:38,862.81
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24CII_05_summary,24CII,05,20309,2017-02-25  18:51:10,877.20
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24CIII_05_summary,24CIII,05,23214,2017-02-25  18:52:39,822.84
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24VI_05r_summary,24VI,05r,23726,2017-02-25  18:58:50,935.38
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24VII_05_summary,24VII,05,25268,2017-02-25  19:00:26,903.77
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24VIII_05_summary,24VIII,05,20151,2017-02-25  19:02:04,968.29
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30CI_05r_summary,30CI,05r,13626,2017-02-25  19:13:10,771.32
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30CII_05_summary,30CII,05,17315,2017-02-25  19:07:54,599.01
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30CIII_05_summary,30CIII,05,9864,2017-02-25  19:09:27,704.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30VI_05_summary,30VI,05,6140,2017-02-25  19:17:32,1302.02
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30VII_05_summary,30VII,05,6443,2017-02-25  19:19:28,1227.90
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30VIII_05_summary,30VIII,05,4704,2017-02-25  19:21:10,1259.50
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/10CI_06_summary,10CI,06,17402,2017-03-01  11:44:38,1096.32
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/10CII_06_summary,10CII,06,15397,2017-03-01  11:46:28,1075.04
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/10CIII_06_summary,10CIII,06,18595,2017-03-01  11:48:10,1214.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/10VI_06_summary,10VI,06,18357,2017-03-01  11:52:53,1028.22
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/10VII_06_summary,10VII,06,24384,2017-03-01  11:54:32,1010.27
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/10VIII_06_summary,10VIII,06,21403,2017-03-01  11:57:29,1012.04
