file_name,replicate,sample_day,cell_density,start_time,cell_volume
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27-2-3_copy,27,2,13363,2017-03-21  17:00:36,1150.03
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27-2-4_copy,27,2,13403,2017-03-21  17:02:51,1129.78
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27v-2-1_copy,27v,2,6276,2017-03-21  16:47:51,1410.68
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27v-2-2_copy,27v,2,8552,2017-03-21  16:49:52,1329.27
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27v-2-3_copy,27v,2,7215,2017-03-21  16:51:55,1308.74
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27v-2-4_copy,27v,2,6715,2017-03-21  16:54:00,1435.75
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_5-4-2_copy,5,4,2559,2017-03-21  16:42:08,1485.46
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_5v-1-1_copy,5v,1,1872,2017-03-21  17:09:49,1243.92
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_5v-1-2_copy,5v,1,1861,2017-03-21  17:11:58,1016.26
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_5v-1-3_copy,5v,1,1729,2017-03-21  17:13:59,1354.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27-3-1_copy,27,3,19277,2017-03-22  14:43:54,1073.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27-3-2_copy,27,3,15070,2017-03-22  14:46:12,1074.03
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27-3-3_copy,27,3,14321,2017-03-22  14:50:19,1104.76
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27-4-4_copy,27,4,14809,2017-03-22  14:52:51,1146.81
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27v-3-1_copy,27v,3,8426,2017-03-22  14:34:53,1437.39
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27v-3-2_copy,27v,3,8868,2017-03-22  14:37:11,1253.50
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27v-3-3_copy,27v,3,10511,2017-03-22  14:39:16,1192.76
Tetraselmis_experiment/data-raw/flowcam-summaries-mar22/summary_export_27v-3-4_copy,27v,3,9622,2017-03-22  14:41:32,1305.50
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/5-4-1_summary,5,4,4882,2017-03-23  14:27:36,1602.20
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/5-4-2_summary,5,4,5954,2017-03-23  14:29:23,1867.85
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/5-4-3_summary,5,4,5559,2017-03-23  14:31:10,2186.24
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/5-4-4_summary,5,4,6501,2017-03-23  14:32:56,1507.14
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27-4-1_copy,27,4,16616,2017-03-23  14:12:01,1144.24
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27-4-2_copy,27,4,17423,2017-03-23  14:14:55,1127.92
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27-4-3_copy,27,4,15085,2017-03-23  14:17:22,1136.31
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27-4-4_copy,27,4,16689,2017-03-23  14:19:49,1146.87
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27v-4-1_copy,27v,4,10868,2017-03-23  14:02:51,1213.76
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27v-4-2_copy,27v,4,10923,2017-03-23  14:05:10,1219.09
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27v-4-3_copy,27v,4,10894,2017-03-23  14:07:27,1352.76
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_27v-4-4_copy,27v,4,10124,2017-03-23  14:09:45,1197.90
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_5v-1-1_copy,5v,1,1351,2017-03-23  14:34:47,1584.60
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_5v-1-2_copy,5v,1,1673,2017-03-23  14:37:09,970.94
Tetraselmis_experiment/data-raw/flowcam-summaries-mar23/summary_export_5v-1-3_copy,5v,1,1559,2017-03-23  14:39:18,1213.70
Tetraselmis_experiment/data-raw/flowcam-summaries-mar24/summary_export_27-5-1-r2_copy,27,5,17922,2017-03-24  20:29:37,874.82
Tetraselmis_experiment/data-raw/flowcam-summaries-mar24/summary_export_27-5-2-r2_copy,27,5,17562,2017-03-24  20:27:10,868.73
Tetraselmis_experiment/data-raw/flowcam-summaries-mar24/summary_export_27-5-3_copy,27,5,16326,2017-03-24  20:24:54,843.33
Tetraselmis_experiment/data-raw/flowcam-summaries-mar24/summary_export_27v-5-1-r2_copy,27v,5,14809,2017-03-24  20:31:58,1026.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar24/summary_export_27v-5-2-r2_copy,27v,5,12645,2017-03-24  20:34:17,1219.46
Tetraselmis_experiment/data-raw/flowcam-summaries-mar24/summary_export_27v-5-3-r2_copy,27v,5,14168,2017-03-24  20:36:39,1266.43
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_20v-1-1_copy,20v,1,9110,2017-03-27  14:25:30,1408.10
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_20v-1-2_copy,20v,1,7514,2017-03-27  14:27:53,1390.69
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_20v-1-3_copy,20v,1,9768,2017-03-27  14:30:12,1405.90
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5-4-1_copy,5,4,15522,2017-03-27  14:15:47,1330.64
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5-4-2_copy,5,4,15888,2017-03-27  14:17:57,1376.74
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5-4-3_copy,5,4,13587,2017-03-27  14:20:28,1391.88
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5-4-4_copy,5,4,9730,2017-03-27  14:23:03,1500.62
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5v-2-1_copy,5v,2,2008,2017-03-27  14:45:02,1567.31
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5v-2-2_copy,5v,2,1393,2017-03-27  14:47:05,1393.15
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5v-2-3_copy,5v,2,2505,2017-03-27  14:48:59,1493.14
Tetraselmis_experiment/data-raw/flowcam-summaries-mar27/summary_export_5v-2-4_copy,5v,2,2188,2017-03-27  14:51:04,1504.66
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_20v-2-1_copy,20v,2,14617,2017-03-28  14:29:39,1068.01
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_20v-2-2_copy,20v,2,15804,2017-03-28  14:32:10,1098.31
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_20v-2-3_copy,20v,2,13426,2017-03-28  14:35:20,1137.00
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_20v-2-4_copy,20v,2,12678,2017-03-28  14:38:37,1141.95
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_5-5-1_copy,5,5,15864,2017-03-28  14:42:45,1195.41
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_5-5-2_copy,5,5,14935,2017-03-28  14:45:18,1196.15
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_5-5-3_copy,5,5,13074,2017-03-28  14:48:34,1228.15
Tetraselmis_experiment/data-raw/flowcam-summaries-mar28/summary_export_5-5-4_copy,5,5,15452,2017-03-28  14:51:08,1194.62
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_20v-3-1_copy,20v,3,24907,2017-03-29  14:41:32,1005.61
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_20v-3-2_copy,20v,3,20323,2017-03-29  14:44:01,1002.74
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_20v-3-3_copy,20v,3,22152,2017-03-29  14:48:58,1009.42
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_20v-3-4_copy,20v,3,22278,2017-03-29  14:46:24,999.19
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_5v-2-1_copy,5v,2,4359,2017-03-29  14:53:11,1491.95
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_5v-2-2_copy,5v,2,3767,2017-03-29  14:55:47,1608.62
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_5v-2-3_copy,5v,2,5462,2017-03-29  14:58:32,1425.88
Tetraselmis_experiment/data-raw/flowcam-summaries-mar29/summary_export_5v-2-4_copy,5v,2,4281,2017-03-29  15:01:04,1598.91
Tetraselmis_experiment/data-raw/flowcam-summaries-mar30/summary_export_20v-4-1_copy,20v,4,20462,2017-03-30  12:04:21,971.32
Tetraselmis_experiment/data-raw/flowcam-summaries-mar30/summary_export_20v-4-2_copy,20v,4,23387,2017-03-30  12:06:41,983.74
Tetraselmis_experiment/data-raw/flowcam-summaries-mar30/summary_export_20v-4-3_copy,20v,4,23886,2017-03-30  12:09:11,977.67
Tetraselmis_experiment/data-raw/flowcam-summaries-mar30/summary_export_20v-4-4_copy,20v,4,21937,2017-03-30  12:11:29,975.25
