curve code,isolate code,study notes,year of publication,growth metric,light metric,light level original units,light level microeinsteins,daylight hours,salinity,pH
728,11,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,155,155,24,NA,NA
729,11,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,220,220,24,NA,NA
730,9,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,46,46,24,NA,NA
731,9,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,72,72,24,NA,NA
732,9,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,155,155,24,NA,NA
733,9,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,220,220,24,NA,NA
734,12,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,46,46,24,NA,NA
735,12,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,72,72,24,NA,NA
736,12,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,155,155,24,NA,NA
737,12,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,220,220,24,NA,NA
738,7,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,46,46,24,NA,NA
739,7,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,72,72,24,NA,NA
740,7,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,155,155,24,NA,NA
741,7,Fiala & Oriol (1990),1990,mu,microeinsteins/m2/s,220,220,24,NA,NA
742,6,Reay et al. (1999),1999,mu per hour,microeinsteins/m2/s,200,200,24,NA,NA
743,6,Reay et al. (1999),1999,mu per hour,microeinsteins/m2/s,200,200,24,NA,NA
744,405,Reay et al. (1999),1999,mu per hour,microeinsteins/m2/s,200,200,24,NA,NA
745,405,Reay et al. (1999),1999,mu per hour,microeinsteins/m2/s,200,200,24,NA,NA
746,343,Reay et al. (1999),1999,mu per hour,microeinsteins/m2/s,200,200,24,NA,NA
747,343,Reay et al. (1999),1999,mu per hour,microeinsteins/m2/s,200,200,24,NA,NA
748,134,Chappell & Webb (2010),2010,mu,microeinsteins/m2/s,140,140,NA,NA,NA
749,37,Chappell & Webb (2010),2010,mu,microeinsteins/m2/s,140,140,NA,NA,NA
750,77,Chappell & Webb (2010),2010,mu,microeinsteins/m2/s,140,140,NA,NA,NA
751,112,Mitrovic et al. (2010),2010,mu,microeinsteins/m2/s,200,200,14,NA,NA
752,28,Mitrovic et al. (2010),2010,mu,microeinsteins/m2/s,200,200,14,NA,NA
753,288,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
754,289,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
755,293,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
756,281,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
757,291,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
758,290,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
759,192,Mehnert et al. (2010),2010,mu,microeinsteins/m2/s,80,80,12,NA,NA
760,138,Baek et al. (2008),2008,mu,NA,saturating,NA,NA,NA,NA
761,139,Baek et al. (2008),2008,mu,NA,saturating,NA,NA,NA,NA
762,7,Jacques (1983),1983,k,W/m2,30,137.7,24,NA,NA
763,10,Jacques (1983),1983,k,W/m2,30,137.7,24,NA,NA
764,11,Jacques (1983),1983,k,W/m2,30,137.7,24,NA,NA
765,27,Hadas et al. (2002),2002,mu,microeinsteins/m2/s,50,50,12,NA,NA
766,380,Ojala (1993),1993,mu,NA,optimal at each temp,NA,NA,NA,NA
767,301,Ojala (1993),1993,mu,NA,optimal at each temp,NA,NA,NA,NA
768,390,Kishimoto et al. (1998),1998,mu,microeinsteins/m2/s,114,114,14,NA,NA
769,390,Kishimoto et al. (1998),1998,mu,microeinsteins/m2/s,11.4,11.4,14,NA,NA
770,236,McCombie (1960),1960,mu,foot-candles,150,21.9,24,NA,NA
771,236,McCombie (1960),1960,mu,foot-candles,110,16.06,24,NA,NA
772,236,McCombie (1960),1960,mu,foot-candles,75,10.95,24,NA,NA
773,443,Tedesco & Duerr (1989),1989,k,NA,NA,NA,NA,NA,NA
774,448,Islam et al. (2003),2003,mu,NA,NA,NA,NA,NA,NA
775,444,Islam et al. (2003),2003,mu,NA,NA,NA,NA,NA,NA
776,294,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
777,294,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
778,294,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
779,295,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
780,295,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
781,295,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
782,270,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
783,270,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
784,270,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
785,271,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
786,271,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
787,271,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
788,272,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
789,272,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
790,272,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
791,284,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
792,284,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
793,284,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
794,285,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
795,285,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
796,285,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
797,283,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
798,283,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
799,283,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
800,286,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
801,286,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
802,286,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
803,276,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
804,276,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
805,276,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
806,277,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
807,277,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
808,277,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
809,274,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,8,8,16,NA,NA
810,274,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,22,22,16,NA,NA
811,274,Coesel & Wardenaar (1990),1990,mu,microeinsteins/m2/s,85,85,16,NA,NA
812,97,McKay et al. (2006),2006,mu,microeinsteins/m2/s,100,100,12,NA,NA
813,86,McKay et al. (2006),2006,mu,microeinsteins/m2/s,100,100,12,NA,NA
814,98,Baker et al. (2009),2009,mu,microeinsteins/m2/s,150,150,12,0.5,NA
816,98,Baker et al. (2009),2009,mu,microeinsteins/m2/s,150,150,12,1,NA
818,98,Baker et al. (2009),2009,mu,microeinsteins/m2/s,150,150,12,4,NA
820,372,Binder & Anderson (1987),1987,mu,microeinsteins/m2/s,450,450,14,NA,NA
821,47,Wang et al. (2010),2010,mu,microeinsteins/m2/s,350,350,NA,NA,NA
822,5,Wang et al. (2010),2010,mu,microeinsteins/m2/s,350,350,NA,NA,NA
823,428,Wang et al. (2010),2010,mu,microeinsteins/m2/s,350,350,NA,NA,NA
824,95,James et al. (1989),1989,k,microeinsteins/m2/s,140,140,NA,NA,NA
828,96,James et al. (1989),1989,k,microeinsteins/m2/s,140,140,NA,NA,NA
832,30,Conte et al. (1998),1998,k,microeinsteins/m2/s,100,100,16,NA,NA
834,353,Conte et al. (1998),1998,k,microeinsteins/m2/s,100,100,16,NA,NA
835,348,Conte et al. (1998),1998,k,microeinsteins/m2/s,100,100,16,NA,NA
836,24,Conte et al. (1998),1998,k,microeinsteins/m2/s,100,100,16,NA,NA
838,106,Conte et al. (1998),1998,k,microeinsteins/m2/s,100,100,16,NA,NA
839,260,Conte et al. (1998),1998,k,microeinsteins/m2/s,100,100,16,NA,NA
840,24,Rhodes et al. (1995),1995,k,microeinsteins/m2/s,100,100,14,NA,NA
841,14,Rhodes et al. (1995),1995,k,microeinsteins/m2/s,100,100,14,NA,NA
842,324,Sundström et al. (2009),2009,k,microeinsteins/m2/s,50,50,14,NA,NA
843,317,Grimm & Weisse (1985),1985,k,NA,NA,NA,NA,NA,NA
845,262,Johnston (1996),1996,k,microeinsteins/m2/s,100,100,14,NA,NA
846,233,Etheridge & Roesler (2005),2005,mu,microeinsteins/m2/s,100,100,14,NA,NA
847,239,Etheridge & Roesler (2005),2005,mu,microeinsteins/m2/s,100,100,14,NA,NA
848,243,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,100,100,12,NA,NA
849,243,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,40,40,12,NA,NA
850,243,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,25,NA
851,243,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,15,NA
852,243,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,10,NA
853,244,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,100,100,12,NA,NA
854,244,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,40,40,12,NA,NA
855,244,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,25,NA
856,244,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,15,NA
857,244,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,5,NA
858,246,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,100,100,12,NA,NA
859,246,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,40,40,12,NA,NA
860,246,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,25,NA
861,246,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,15,NA
862,246,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,12.5,NA
863,245,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,100,100,12,NA,NA
864,245,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,40,40,12,NA,NA
865,245,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,25,NA
866,245,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,15,NA
867,245,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,12.5,NA
868,247,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,100,100,12,NA,NA
869,247,Seguel (1957) dissertation,1957,mu,microeinsteins/m2/s,40,40,12,NA,NA
870,247,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,25,NA
871,247,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,15,NA
872,247,Seguel (1957) dissertation,1957,mu,NA,NA,NA,NA,5,NA
873,197,Montressor & Tomas (1988),1988,k,microeinsteins/m2/s,60-70,65,12,NA,NA
874,299,de Boer et al. (2005),2005,mu,microeinsteins/m2/s,35,35,16,NA,NA
875,128,de Boer et al. (2005),2005,mu,microeinsteins/m2/s,35,35,16,NA,NA
876,18,de Boer et al. (2005),2005,mu,microeinsteins/m2/s,35,35,16,NA,NA
877,216,Durbin (1974),1974,k,Langleys/min,0.011,35.206677,15,NA,NA
878,216,Durbin (1974),1974,k,Langleys/min,0.027,86.416389,15,NA,NA
879,216,Durbin (1974),1974,k,Langleys/min,0.066,211.240062,15,NA,NA
880,216,Durbin (1974),1974,k,Langleys/min,0.11,352.06677,15,NA,NA
881,216,Durbin (1974),1974,k,Langleys/min,0.011,35.206677,12,NA,NA
882,216,Durbin (1974),1974,k,Langleys/min,0.027,86.416389,12,NA,NA
883,216,Durbin (1974),1974,k,Langleys/min,0.066,211.240062,12,NA,NA
884,216,Durbin (1974),1974,k,Langleys/min,0.11,352.06677,12,NA,NA
885,216,Durbin (1974),1974,k,Langleys/min,0.011,35.206677,9,NA,NA
886,216,Durbin (1974),1974,k,Langleys/min,0.027,86.416389,9,NA,NA
887,216,Durbin (1974),1974,k,Langleys/min,0.066,211.240062,9,NA,NA
888,216,Durbin (1974),1974,k,Langleys/min,0.11,352.06677,9,NA,NA
889,292,Khan (1996),1996,k,microeinsteins/m2/s,60,60,NA,NA,NA
890,81,Chin (1965),1965,mu,NA,NA,NA,NA,NA,NA
891,80,Chin (1965),1965,k,NA,NA,NA,NA,NA,NA
892,82,Chin (1965),1965,k,NA,NA,NA,NA,NA,NA
893,123,Yamaguchi (1989),1989,k,NA,NA,NA,NA,15,NA
894,123,Yamaguchi (1989),1989,k,NA,NA,NA,NA,20,NA
895,123,Yamaguchi (1989),1989,k,NA,NA,NA,NA,25,NA
896,123,Yamaguchi (1989),1989,k,NA,NA,NA,NA,30,NA
897,131,Nakamura (1983),1983,mu,Langleys/min,0.04,128.02428,12,NA,NA
898,105,Kahn (1998),1998,k,microeinsteins/m2/s,60,60,12,30,NA
899,133,Ono (2000),2000,mu,microeinsteins/m2/s,60,60,12,30,NA
900,325,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
901,325,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
902,326,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
903,326,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
904,326,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
905,322,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
906,322,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
907,322,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
908,322,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
909,322,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
910,323,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
911,323,Edvardsen (1992),1992,k,microeinsteins/m2/s,150,150,12,NA,NA
912,367,Juhl (2005),2005,mu,microeinsteins/m2/s,275,275,14,20,NA
913,367,Juhl (2005),2005,mu,microeinsteins/m2/s,275,275,14,33,NA
914,368,Zinser et al. (2007),2007,mu,microeinsteins/m2/s,66,66,14,NA,NA
915,369,Zinser et al. (2007),2007,mu,microeinsteins/m2/s,66,66,14,NA,NA
916,432,Raimbault (1984),1984,mu,NA,135,NA,12,NA,NA
917,403,Raimbault (1984),1984,mu,NA,135,NA,12,NA,NA
918,370,Nishikawa & Yamaguchi (2008),2008,k,NA,optimal at each temp,NA,NA,NA,NA
919,370,Nishikawa & Yamaguchi (2008),2008,k,NA,optimal at each temp,NA,NA,NA,NA
920,450,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
921,451,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
922,452,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
923,453,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
924,454,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
925,455,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
926,456,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
927,457,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
928,458,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
929,459,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
930,460,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
931,461,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
932,462,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
933,463,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
934,464,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
935,465,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
936,466,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
937,467,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
938,468,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
939,469,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
940,470,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
941,471,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
942,472,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
943,473,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
944,474,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
945,475,Kaeriyama et al. (2011),2011,mu,microeinsteins/m2/s,150,150,14,NA,NA
946,476,Navarro et al. (2006),2006,k,microeinsteins/m2/s,59.53,59.53,14,NA,NA
947,259,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,5,NA
948,259,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,15,NA
949,259,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,33,NA
950,259,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,50,NA
951,259,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,70,NA
952,262,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,5,NA
953,262,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,15,NA
954,262,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,33,NA
955,262,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,50,NA
956,262,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,70,NA
957,477,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,5,NA
958,477,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,15,NA
959,477,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,33,NA
960,477,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,50,NA
961,477,Kräbs et al. (2011),2011,k,microeinsteins/m2/s,35,35,16,70,NA
962,478,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
963,479,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
964,480,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
965,481,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
966,482,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
967,483,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
968,484,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
969,485,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
970,486,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
971,487,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
972,488,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
973,489,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
974,490,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
975,604,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
976,382,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
977,396,Lürling et al. (2013),2013,mu,microeinsteins/m2/s,80,80,16,NA,NA
978,480,Soares et al. (2013),2013,mu,microeinsteins/m2/s,35,35,14,NA,NA
979,491,Teoh et al. (2013),2013,mu,microeinsteins/m2/s,42,42,12,NA,NA
980,492,Teoh et al. (2013),2013,mu,microeinsteins/m2/s,42,42,12,NA,NA
981,493,Venter et al. (2003),2003,mu,microeinsteins/m2/s,15,15,NA,NA,NA
982,231,Kulk et al (2012),2012,mu,microeinsteins/m2/s,50,50,12,35,NA
983,369,Kulk et al (2012),2012,mu,microeinsteins/m2/s,50,50,12,35,NA
984,494,Kulk et al (2012),2012,mu,microeinsteins/m2/s,50,50,12,35,NA
985,495,Kulk et al (2012),2012,mu,microeinsteins/m2/s,50,50,12,35,NA
986,443,Lodi et al. (2003),2003,mu,microeinsteins/m2/s,40,40,NA,NA,NA
987,496,Huisman et al. (1980),1980,mu,W/m2,07-Aug,34.425,16,NA,NA
988,497,Komárek & Ruzicka (1969),1969,mu,cal/cm2/min,0.06,192.0364,NA,NA,NA
989,498,Fujimoto et al. (1994),1994,mu,microeinsteins/m2/s,64,64,NA,NA,NA
990,499,Ohkubo et al. (1991),1991,mu,lux,2000,28,12,NA,NA
991,500,Ohkubo et al. (1991),1991,mu,lux,2000,28,12,NA,NA
992,500,Ohkubo et al. (1991),1991,mu,lux,2000,28,24,NA,NA
993,501,Ohkubo et al. (1991),1991,mu,lux,2000,28,24,NA,NA
994,502,Ohkubo et al. (1991),1991,mu,lux,2000,28,24,NA,NA
995,503,Tsujimura et al. (2003a),2003,mu,microeinsteins/m2/s,150,150,14,NA,NA
996,503,Tsujimura et al. (2003a),2003,mu,microeinsteins/m2/s,50,50,14,NA,NA
997,503,Tsujimura et al. (2003a),2003,mu,microeinsteins/m2/s,20,20,14,NA,NA
998,504,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,10,10,14,NA,NA
999,504,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,40,40,14,NA,NA
1000,504,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,70,70,14,NA,NA
1001,504,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,100,100,14,NA,NA
1002,505,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,10,10,14,NA,NA
1003,505,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,40,40,14,NA,NA
1004,505,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,70,70,14,NA,NA
1005,505,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,100,100,14,NA,NA
1006,506,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,10,10,14,NA,NA
1007,506,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,40,40,14,NA,NA
1008,506,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,70,70,14,NA,NA
1009,506,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,100,100,14,NA,NA
1010,507,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,10,10,14,NA,NA
1011,507,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,40,40,14,NA,NA
1012,507,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,70,70,14,NA,NA
1013,507,Tsujimura et al. (2003b),2003,mu,microeinsteins/m2/s,100,100,14,NA,NA
1014,508,Lürling et al. (1999),1999,mu,microeinsteins/m2/s,125,125,24,NA,NA
1015,509,Tasaka et al. (1996),1996,mu,NA,NA,NA,NA,NA,NA
1016,99,Lee et al. (1985),1985,mu per hour,NA,NA,NA,NA,NA,NA
1017,510,Lee et al. (1985),1985,mu per hour,NA,NA,NA,NA,NA,NA
1018,511,Hu et al. (2008),2008,mu,microeinsteins/m2/s,100,100,24,NA,NA
1019,512,Bouarab et al. (2002),2002,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1020,513,Sánchez et al. (2008b),2008,mu per hour,NA,optimal at each temp,optimal at each temp,NA,NA,NA
1021,514,Dauta (1982a),1982,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1022,515,Dauta (1982a),1982,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1023,516,Dauta (1982a),1982,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1024,154,Hayakawa et al. (1994),1994,mu,microeinsteins/m2/s,200,200,14,NA,NA
1025,517,Benider et al. (2001),2001,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1026,518,Benider et al. (2001),2001,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1027,519,Benider et al. (2001),2001,mu,NA,optimal at each temp,optimal at each temp,15,NA,NA
1028,520,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1029,521,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1030,522,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1031,523,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1032,524,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1033,525,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1034,526,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1035,527,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1036,382,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1037,528,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1038,529,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1039,530,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1040,531,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1041,532,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1042,533,Moss (1973),1973,k,lux,3000,42,15,NA,NA
1043,534,Seaburg et al. (1981),1981,k,microeinsteins/m2/s,75,75,24,NA,NA
1044,535,Seaburg et al. (1981),1981,k,microeinsteins/m2/s,75,75,24,NA,NA
1045,536,Seaburg et al. (1981),1981,k,microeinsteins/m2/s,75,75,24,NA,NA
1046,537,Seaburg et al. (1981),1981,k,microeinsteins/m2/s,75,75,24,NA,NA
1047,538,Ukeles et al. (1961),1961,mu,NA,NA,NA,NA,NA,NA
1048,539,Bouchamma et al. (2004),2004,mu,NA,optimal at each temp,optimal at each temp,NA,NA,NA
1049,540,Bouchamma et al. (2004),2004,mu,NA,optimal at each temp,optimal at each temp,NA,NA,NA
1050,541,Bouchamma et al. (2004),2004,mu,NA,optimal at each temp,optimal at each temp,NA,NA,NA
1051,542,Boyd et al. (2013),2013,mu,NA,saturating,saturating,NA,NA,NA
1052,543,Boyd et al. (2013),2013,mu,NA,saturating,saturating,NA,NA,NA
