file_name,temp,sample_day,cell_density,start_time,date,time,cell_volume,total_biovolume,keep,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/35-3-2_summary,35,3,2441,2017-03-10T15:02:59Z,2017-03-10,15:02:59,924.03,2255557.23,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/35-3-3_summary,35,3,3132,2017-03-10T15:18:46Z,2017-03-10,15:18:46,900.45,2820209.4000000004,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/35-5-1_summary,35,5,2090,2017-03-10T15:23:55Z,2017-03-10,15:23:55,722.72,1510484.8,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/35-5-2_summary,35,5,2754,2017-03-10T15:26:28Z,2017-03-10,15:26:28,868.42,2391628.6799999997,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/35-5-3_summary,35,5,2724,2017-03-10T15:21:11Z,2017-03-10,15:21:11,680.55,1853818.2,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/35-5-4_summary,35,5,2803,2017-03-10T15:16:24Z,2017-03-10,15:16:24,984.41,2759301.23,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-1-1_summary,5,1,1852,2017-03-10T17:17:19Z,2017-03-10,17:17:19,701.27,1298752.04,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-1-3_summary,5,1,2607,2017-03-10T17:25:45Z,2017-03-10,17:25:45,962.69,2509732.83,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-2-1_summary,5,2,2137,2017-03-10T17:24:01Z,2017-03-10,17:24:01,785.78,1679211.8599999999,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-3-1_summary,5,3,3081,2017-03-10T17:13:08Z,2017-03-10,17:13:08,1006.67,3101550.27,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-3-2_summary,5,3,2521,2017-03-10T17:15:07Z,2017-03-10,17:15:07,830.65,2094068.65,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-4-1_summary,5,4,2559,2017-03-10T17:37:20Z,2017-03-10,17:37:20,779.62,1995047.58,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-4-2_summary,5,4,2509,2017-03-10T17:33:08Z,2017-03-10,17:33:08,938.37,2354370.33,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-4-3_summary,5,4,1877,2017-03-10T17:35:18Z,2017-03-10,17:35:18,985.35,1849501.95,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-5-2_summary,5,5,2269,2017-03-10T17:30:13Z,2017-03-10,17:30:13,836.12,1897156.28,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar10/5-5-4_summary,5,5,2988,2017-03-10T17:28:04Z,2017-03-10,17:28:04,1071.74,3202359.12,keep,2017-03-10,2017-03-10 UTC--2017-03-10 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/15-1-1_summary,15,1,1365,2017-03-11T11:43:03Z,2017-03-11,11:43:03,868.39,1185352.35,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/15-1-2_summary,15,1,1192,2017-03-11T11:44:24Z,2017-03-11,11:44:24,792.08,944159.3600000001,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/15-1-3_summary,15,1,2438,2017-03-11T11:45:44Z,2017-03-11,11:45:44,892.99,2177109.62,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/15-1-4_summary,15,1,1651,2017-03-11T11:47:11Z,2017-03-11,11:47:11,908.87,1500544.37,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/19-1-1_summary,19,1,1457,2017-03-11T11:48:29Z,2017-03-11,11:48:29,962.44,1402275.08,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/19-1-2_summary,19,1,1560,2017-03-11T11:49:49Z,2017-03-11,11:49:49,1005.64,1568798.4,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/19-1-3_summary,19,1,1129,2017-03-11T11:51:05Z,2017-03-11,11:51:05,1515.79,1711326.91,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/19-1-4_summary,19,1,1578,2017-03-11T11:52:22Z,2017-03-11,11:52:22,1098.36,1733212.0799999998,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/29-1-1_summary,29,1,1735,2017-03-11T11:22:11Z,2017-03-11,11:22:11,1007.41,1747856.3499999999,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/29-1-2_summary,29,1,1425,2017-03-11T11:23:54Z,2017-03-11,11:23:54,1250.6,1782104.9999999998,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/29-1-3_summary,29,1,1932,2017-03-11T11:25:45Z,2017-03-11,11:25:45,1171.11,2262584.52,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/29-1-4_summary,29,1,1451,2017-03-11T11:27:01Z,2017-03-11,11:27:01,1153.99,1674439.49,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/35-1-1_summary,35,1,2086,2017-03-11T11:31:12Z,2017-03-11,11:31:12,915.85,1910463.1,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/35-1-2_summary,35,1,1235,2017-03-11T11:29:56Z,2017-03-11,11:29:56,704.13,869600.55,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/35-1-3_summary,35,1,2135,2017-03-11T11:32:33Z,2017-03-11,11:32:33,842.65,1799057.75,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar11/35-1-4_summary,35,1,2438,2017-03-11T11:33:45Z,2017-03-11,11:33:45,1043.48,2544004.24,keep,2017-03-10,2017-03-10 UTC--2017-03-11 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/15-1-1_summary,15,1,1203,2017-03-12T12:29:12Z,2017-03-12,12:29:12,1080.93,1300358.79,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/15-1-2_summary,15,1,1008,2017-03-12T12:30:32Z,2017-03-12,12:30:32,950.05,957650.3999999999,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/15-1-3_summary,15,1,1736,2017-03-12T12:32:20Z,2017-03-12,12:32:20,1149.89,1996209.0400000003,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/15-1-4_summary,15,1,1428,2017-03-12T12:33:43Z,2017-03-12,12:33:43,1769.53,2526888.84,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/19-1-1_summary,19,1,2044,2017-03-12T12:20:14Z,2017-03-12,12:20:14,1327.12,2712633.28,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/19-1-2_summary,19,1,3022,2017-03-12T12:15:05Z,2017-03-12,12:15:05,1308.53,3954377.66,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/19-1-3_summary,19,1,2610,2017-03-12T12:21:33Z,2017-03-12,12:21:33,1137.34,2968457.4,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/19-1-4_summary,19,1,3325,2017-03-12T12:16:38Z,2017-03-12,12:16:38,1250.76,4158777.0,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/29-1-1_summary,29,1,4210,2017-03-12T12:22:51Z,2017-03-12,12:22:51,1444.27,6080376.7,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/29-1-2_summary,29,1,4314,2017-03-12T12:24:09Z,2017-03-12,12:24:09,1395.71,6021092.94,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/29-1-3_summary,29,1,4948,2017-03-12T12:25:28Z,2017-03-12,12:25:28,1334.73,6604244.04,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/29-1-4_summary,29,1,4182,2017-03-12T12:26:50Z,2017-03-12,12:26:50,1492.87,6243182.34,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/35-1-1_summary,35,1,2363,2017-03-12T12:52:28Z,2017-03-12,12:52:28,744.5,1759253.5,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/35-1-2_summary,35,1,1915,2017-03-12T12:53:45Z,2017-03-12,12:53:45,687.78,1317098.7,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/35-1-3_summary,35,1,2120,2017-03-12T12:55:03Z,2017-03-12,12:55:03,774.5,1641940.0,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/35-1-4_summary,35,1,1629,2017-03-12T12:56:22Z,2017-03-12,12:56:22,747.26,1217286.54,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/5-1-1_summary,5,1,1518,2017-03-12T12:39:52Z,2017-03-12,12:39:52,1004.4,1524679.2,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/5-1-2_summary,5,1,1355,2017-03-12T12:48:11Z,2017-03-12,12:48:11,1378.71,1868152.05,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/5-1-3_summary,5,1,963,2017-03-12T12:49:49Z,2017-03-12,12:49:49,737.76,710462.88,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/5-1-4_summary,5,1,901,2017-03-12T12:51:08Z,2017-03-12,12:51:08,1055.61,951104.6099999999,keep,2017-03-10,2017-03-10 UTC--2017-03-12 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-1_summary,15,2,6661,2017-03-13T17:54:49Z,2017-03-13,17:54:49,1627.5,10840777.5,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-1-b_summary,15,2,6759,2017-03-13T18:02:28Z,2017-03-13,18:02:28,1561.21,10552218.39,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-2_summary,15,2,6343,2017-03-13T17:59:18Z,2017-03-13,17:59:18,1326.45,8413672.35,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-2-b_summary,15,2,7467,2017-03-13T18:03:38Z,2017-03-13,18:03:38,1249.55,9330389.85,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-3_summary,15,2,6225,2017-03-13T17:56:38Z,2017-03-13,17:56:38,1484.98,9244000.5,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-3-b_summary,15,2,5545,2017-03-13T18:04:47Z,2017-03-13,18:04:47,1317.14,7303541.300000001,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-4_summary,15,2,4653,2017-03-13T18:00:51Z,2017-03-13,18:00:51,1292.43,6013676.79,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-4-b_summary,15,2,5747,2017-03-13T18:06:06Z,2017-03-13,18:06:06,1370.79,7877930.13,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-1_summary,19,2,9600,2017-03-13T17:03:25Z,2017-03-13,17:03:25,1061.76,10192896.0,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-2_summary,19,2,8772,2017-03-13T17:05:06Z,2017-03-13,17:05:06,1105.29,9695603.879999999,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-3_summary,19,2,10962,2017-03-13T17:06:25Z,2017-03-13,17:06:25,1054.83,11563046.459999999,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-4_summary,19,2,11357,2017-03-13T17:08:13Z,2017-03-13,17:08:13,1096.57,12453745.489999998,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-1_summary,29,2,13671,2017-03-13T17:11:10Z,2017-03-13,17:11:10,1050.69,14363982.99,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-2_summary,29,2,13622,2017-03-13T17:12:34Z,2017-03-13,17:12:34,1118.1,15230758.2,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-3_summary,29,2,12690,2017-03-13T17:13:55Z,2017-03-13,17:13:55,1122.36,14242748.399999999,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-4_summary,29,2,8678,2017-03-13T17:15:19Z,2017-03-13,17:15:19,1055.47,9159368.66,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-1_summary,35,2,2441,2017-03-13T18:20:59Z,2017-03-13,18:20:59,885.37,2161188.17,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-2_summary,35,2,1078,2017-03-13T18:22:16Z,2017-03-13,18:22:16,924.47,996578.66,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-3_summary,35,2,1371,2017-03-13T18:23:35Z,2017-03-13,18:23:35,986.9,1353039.9,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-4_summary,35,2,2401,2017-03-13T18:24:53Z,2017-03-13,18:24:53,930.04,2233026.04,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-1_summary,5,2,1174,2017-03-13T17:49:26Z,2017-03-13,17:49:26,803.04,942768.96,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-2_summary,5,2,636,2017-03-13T17:50:47Z,2017-03-13,17:50:47,3462.13,2201914.68,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-3_summary,5,2,976,2017-03-13T17:52:08Z,2017-03-13,17:52:08,865.16,844396.1599999999,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-4_summary,5,2,680,2017-03-13T17:53:28Z,2017-03-13,17:53:28,1028.86,699624.7999999999,keep,2017-03-10,2017-03-10 UTC--2017-03-13 UTC,3.0,72.0
