file_name,unique,temp,variability,sample_day,replicate,cell_density,start_time,cell_volume,total_biovolume,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,hours
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/16c-5-3_summary,16-c-3-5,16,c,5,3,161,2017-06-07T14:59:44Z,182.86,29440.460000000003,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 14:59:44 UTC,0.009409722222222222,0.22583333333333333,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/16c-5-4_summary,16-c-4-5,16,c,5,4,377,2017-06-07T15:01:03Z,765.31,288521.87,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:01:03 UTC,0.010324074074074074,0.2477777777777778,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-1-1_summary,20-c-1-1,20,c,1,1,323,2017-06-07T15:57:41Z,986.14,318523.22,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:57:41 UTC,0.049652777777777775,1.1916666666666667,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-1-2_summary,20-c-2-1,20,c,1,2,377,2017-06-07T15:58:56Z,1102.13,415503.01000000007,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:58:56 UTC,0.050520833333333334,1.2125,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-1-3_summary,20-c-3-1,20,c,1,3,1170,2017-06-07T16:00:37Z,1003.89,1174551.3,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:00:37 UTC,0.05168981481481481,1.2405555555555556,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-1-4_summary,20-c-4-1,20,c,1,4,916,2017-06-07T16:02:43Z,1081.29,990461.64,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:02:43 UTC,0.053148148148148146,1.2755555555555556,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-2-1_summary,20-c-1-2,20,c,2,1,592,2017-06-07T16:04:17Z,797.75,472268.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:04:17 UTC,0.05423611111111111,1.3016666666666667,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-2-2_summary,20-c-2-2,20,c,2,2,592,2017-06-07T16:05:47Z,766.5,453768.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:05:47 UTC,0.05527777777777778,1.3266666666666667,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-2-3_summary,20-c-3-2,20,c,2,3,645,2017-06-07T16:07:05Z,1169.15,754101.7500000001,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:07:05 UTC,0.05618055555555555,1.3483333333333334,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-2-4_summary,20-c-4-2,20,c,2,4,1332,2017-06-07T16:08:24Z,985.65,1312885.8,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:08:24 UTC,0.05709490740740741,1.3702777777777777,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-3-1_summary,20-c-1-3,20,c,3,1,717,2017-06-07T16:10:55Z,375.55,269269.35000000003,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:10:55 UTC,0.05884259259259259,1.4122222222222223,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-3-2_summary,20-c-2-3,20,c,3,2,958,2017-06-07T16:13:11Z,784.73,751771.34,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:13:11 UTC,0.06041666666666667,1.45,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-3-4_summary,20-c-4-3,20,c,3,4,430,2017-06-07T15:41:35Z,817.21,351400.3,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:41:35 UTC,0.03847222222222222,0.9233333333333333,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-4-1_summary,20-c-1-4,20,c,4,1,410,2017-06-07T15:43:34Z,852.47,349512.7,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:43:34 UTC,0.03984953703703704,0.9563888888888888,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-4-2_summary,20-c-2-4,20,c,4,2,289,2017-06-07T15:47:10Z,1403.29,405550.81,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:47:10 UTC,0.04234953703703704,1.0163888888888888,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-4-3_summary,20-c-3-4,20,c,4,3,644,2017-06-07T15:48:08Z,822.74,529844.56,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:48:08 UTC,0.043020833333333335,1.0325,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-4-4_summary,20-c-4-4,20,c,4,4,861,2017-06-07T15:49:54Z,915.39,788150.79,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:49:54 UTC,0.04424768518518519,1.0619444444444444,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-5-1_summary,20-c-1-5,20,c,5,1,1721,2017-06-07T15:51:12Z,1136.09,1955210.89,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:51:12 UTC,0.04515046296296296,1.083611111111111,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-5-2_summary,20-c-2-5,20,c,5,2,592,2017-06-07T15:53:04Z,1334.88,790248.9600000001,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:53:04 UTC,0.04644675925925926,1.1147222222222222,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-5-3_summary,20-c-3-5,20,c,5,3,592,2017-06-07T15:54:34Z,868.14,513938.88,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:54:34 UTC,0.04748842592592593,1.1397222222222223,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20c-5-4_summary,20-c-4-5,20,c,5,4,1291,2017-06-07T15:55:56Z,866.94,1119219.54,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:55:56 UTC,0.0484375,1.1625,1.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-1-1_summary,20-v-1-1,20,v,1,1,820,2017-06-07T20:51:46Z,724.82,594352.4,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:51:46 UTC,0.2538773148148148,6.093055555555556,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-1-2_summary,20-v-2-1,20,v,1,2,404,2017-06-07T20:53:36Z,683.68,276206.72,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:53:36 UTC,0.25515046296296295,6.123611111111111,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-1-3_summary,20-v-3-1,20,v,1,3,308,2017-06-07T20:55:09Z,567.7,174851.6,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:55:09 UTC,0.25622685185185184,6.149444444444445,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-2-1_summary,20-v-1-2,20,v,2,1,707,2017-06-07T20:58:42Z,706.93,499799.50999999995,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:58:42 UTC,0.2586921296296296,6.208611111111111,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-2-2_summary,20-v-2-2,20,v,2,2,980,2017-06-07T21:00:20Z,789.92,774121.6,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 21:00:20 UTC,0.25982638888888887,6.235833333333333,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-2-3_summary,20-v-3-2,20,v,2,3,104,2017-06-07T21:01:58Z,479.53,49871.119999999995,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 21:01:58 UTC,0.2609606481481481,6.263055555555556,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-2-4_summary,20-v-4-2,20,v,2,4,195,2017-06-07T21:03:31Z,588.87,114829.65,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 21:03:31 UTC,0.262037037037037,6.288888888888889,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-3-1_summary,20-v-1-3,20,v,3,1,299,2017-06-07T21:05:06Z,471.7,141038.3,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 21:05:06 UTC,0.2631365740740741,6.315277777777778,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-3-2_summary,20-v-2-3,20,v,3,2,606,2017-06-07T21:06:44Z,843.33,511057.98000000004,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 21:06:44 UTC,0.26427083333333334,6.3425,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-3-3_summary,20-v-3-3,20,v,3,3,292,2017-06-07T20:01:40Z,536.36,156617.12,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:01:40 UTC,0.21908564814814815,5.258055555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-3-4_summary,20-v-4-3,20,v,3,4,588,2017-06-07T20:03:20Z,738.86,434449.68,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:03:20 UTC,0.22024305555555557,5.285833333333334,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-4-1_summary,20-v-1-4,20,v,4,1,588,2017-06-07T20:04:57Z,527.16,309970.07999999996,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:04:57 UTC,0.22136574074074075,5.312777777777778,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-4-2_summary,20-v-2-4,20,v,4,2,801,2017-06-07T20:06:34Z,588.09,471060.09,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:06:34 UTC,0.22248842592592594,5.339722222222222,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-4-3_summary,20-v-3-4,20,v,4,3,389,2017-06-07T20:08:07Z,742.71,288914.19,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:08:07 UTC,0.22356481481481483,5.365555555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-4-4_summary,20-v-4-4,20,v,4,4,501,2017-06-07T20:09:54Z,543.08,272083.08,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:09:54 UTC,0.22480324074074073,5.395277777777777,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-5-1_summary,20-v-1-5,20,v,5,1,681,2017-06-07T20:11:30Z,771.67,525507.27,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:11:30 UTC,0.22591435185185185,5.421944444444445,5.0
