temp,isolate.code,mean_growth,temperature
831,195,7.788416428673396e-4,6.300000000000001
876,33,1.4162603184104207e-4,6.75
877,33,6.336526487121748e-4,6.76
878,33,0.0011258035551496618,6.77
880,85,7.140449391293778e-5,6.790000000000001
881,85,1.9880134891306627e-4,6.800000000000001
882,85,3.2624233102587427e-4,6.8100000000000005
905,345,2.643400889456701e-4,7.040000000000001
906,345,5.682438659805924e-4,7.050000000000001
920,225,6.42557934621714e-5,7.1899999999999995
921,225,1.6897232762448506e-4,7.200000000000001
921,467,0.0013852826029507298,7.200000000000001
922,225,2.738716840281315e-4,7.210000000000001
922,467,0.003007836707697376,7.210000000000001
923,225,3.7895403408975834e-4,7.220000000000001
942,81,2.8094395687644457e-5,7.41
943,81,2.1951849899619415e-4,7.42
944,81,4.111055002169075e-4,7.43
945,81,6.028554061013492e-4,7.4399999999999995
956,90,8.406791980912728e-6,7.550000000000001
957,90,1.947597477919405e-4,7.5600000000000005
958,90,3.8139083687580103e-4,7.57
959,90,5.683002602220263e-4,7.58
995,470,0.0019128818085273247,7.9399999999999995
996,470,0.004186872990591002,7.950000000000001
1002,170,0.0011288639361267834,8.01
1003,170,0.0022751541429475055,8.02
1026,465,4.1577117925023526e-4,8.25
1027,465,0.0012522407629797976,8.26
1028,465,0.0020891186411925488,8.27
1045,131,3.455421052778835e-5,8.44
1046,131,1.6087654473853692e-4,8.450000000000001
1047,131,2.87411717188574e-4,8.46
1053,30,5.269170846426922e-4,8.52
1054,30,0.0011832805254699172,8.53
1055,30,0.0018398739142800014,8.540000000000001
1058,320,8.61709154737352e-6,8.57
1059,320,1.9189254604184456e-4,8.58
1060,320,3.7518790700528124e-4,8.59
1078,117,7.256336418399592e-6,8.77
1079,117,1.9452711544921426e-4,8.78
1080,117,3.81988979002821e-4,8.790000000000001
1081,117,5.69641972225848e-4,8.8
1082,139,1.652290210527028e-4,8.81
1083,139,3.8083034779879e-4,8.82
1084,139,5.966261375806035e-4,8.83
1085,139,8.126163765083918e-4,8.84
1093,11,0.0022630428683126564,8.92
1097,34,2.5344746932758015e-5,8.96
1098,34,7.251813460744048e-4,8.97
1100,82,3.566391928350777e-4,8.99
1101,82,8.366172814096484e-4,9
1101,463,3.705432675328774e-4,9
1102,82,0.0013166656382873018,9.01
1102,463,0.0012732391320321782,9.01
1103,463,0.002176127586931467,9.02
1108,191,3.536224337776442e-5,9.07
1109,191,6.755677466089902e-4,9.08
1110,191,0.0013153653610756815,9.09
1130,299,1.380905267425801e-4,9.290000000000001
1131,299,5.392658468781063e-4,9.3
1132,299,9.403270100711884e-4,9.31
1143,116,2.0879733649741607e-4,9.42
1144,116,4.2566558738054843e-4,9.43
1145,116,6.426486695042886e-4,9.44
1147,464,1.566662066541731e-4,9.46
1148,464,0.0014162787698527926,9.47
1148,472,8.125278533077925e-4,9.47
1149,464,0.0026760283379203215,9.48
1149,472,0.0017638140959139953,9.48
1150,472,0.0027154156357716225,9.49
1172,466,0.0010301119800995647,9.71
1173,466,0.0022537044077516203,9.72
1174,466,0.003477480427831188,9.73
1201,14,5.871563658028489e-4,10
1202,14,0.0016753126091584858,10.01
1203,14,0.0027636117524789273,10.02
1203,573,3.6455160643990433e-4,10.02
1204,573,0.00091226274517148165,10.030000000000001
1205,462,1.5378028606170786e-4,10.040000000000001
1205,573,0.0014601306704066178,10.040000000000001
1206,462,0.0015424452195250606,10.05
1207,462,0.002930625268200172,10.06
1211,138,3.5887295052360404e-4,10.1
1212,138,7.844500884718718e-4,10.11
1213,138,0.0012101717337506303,10.120000000000001
1215,324,8.587020144159123e-4,10.14
1216,324,3.9037306207602787e-4,10.15
1225,128,1.3112143935890735e-4,10.24
1226,128,5.100514830354436e-4,10.25
1227,128,8.888416447705816e-4,10.26
1229,338,0.0012757706358574657,10.280000000000001
1230,338,0.0034161325379716404,10.290000000000001
1231,603,1.8408343691733543e-4,10.3
1232,603,0.001377282722495346,10.31
1233,603,0.0025706723610731904,10.32
1238,110,7.385150163311066e-4,10.370000000000001
1239,110,0.0020143349345031446,10.38
1240,105,4.986294000047909e-4,10.39
1240,110,0.003290216183450429,10.39
1241,105,0.0010262773657036676,10.4
1287,54,3.664872934190349e-4,10.86
1288,54,0.002006758839334451,10.870000000000001
1289,54,0.0036462824920928164,10.88
1301,572,3.519433726144542e-4,11
1302,572,7.368854345501835e-4,11.01
1303,572,0.0011221909273262751,11.02
1317,97,1.763789029957809e-4,11.16
1318,97,4.6899409291732225e-4,11.17
1319,97,7.615830346877462e-4,11.18
1366,364,4.429227075943504e-6,11.65
1367,364,2.854407243451999e-4,11.66
1368,364,5.668849103559804e-4,11.67
1369,94,3.3775258215100815e-4,11.68
1369,364,8.48761966596575e-4,11.68
1370,94,7.926766588850642e-4,11.69
1371,94,0.0012480864364574368,11.700000000000001
1372,94,0.0017039817012661483,11.71
1386,556,1.0387218852475127e-4,11.85
1387,556,8.168140720675156e-4,11.86
1388,49,4.787048396573741e-4,11.870000000000001
1389,49,0.0022340297004580538,11.88
1390,49,0.003989472688909748,11.89
1392,89,3.762555178097628e-4,11.91
1393,89,9.736397848500668e-4,11.92
1394,89,0.0015712218618332539,11.93
1394,91,0.0016280060098346051,11.93
1395,91,0.0032562825993703204,11.94
1407,93,2.319618623929545e-4,12.06
1408,93,0.0010048498600961806,12.07
1409,93,0.0017782760959970955,12.08
1410,93,0.0025522401576073524,12.09
1450,52,6.382402491349792e-4,12.49
1451,52,0.0017781456525163615,12.5
1452,52,0.002918289944271854,12.51
1565,365,1.7271413091398018e-4,13.64
1566,365,5.136533645347045e-4,13.65
1567,365,8.54866588464607e-4,13.66
1612,367,1.957815483816622e-4,14.11
1613,367,6.260427321741633e-4,14.120000000000001
1614,367,0.0010566152238220673,14.129999999999999
1643,86,4.753395133551338e-4,14.420000000000002
1646,61,7.749246714825475e-5,14.45
1647,61,3.983301005839695e-4,14.46
1648,61,7.194392193331592e-4,14.469999999999999
1677,363,0.0017818179886674138,14.760000000000002
1678,363,4.55721919641197e-4,14.77
1702,68,0.0014764130392556317,15.010000000000002
1703,68,0.003458429394125958,15.02
1737,63,6.196200046807851e-4,15.36
1738,63,0.001602517849480435,15.370000000000001
1739,63,0.002585481341899131,15.379999999999999
1798,140,0.0023364525802810187,15.969999999999999
1799,140,0.005514670238410645,15.98
1827,559,3.3755010269737024e-4,16.26
1828,559,6.976465649025909e-4,16.27
1829,559,0.0010576917771920548,16.28
1842,40,4.862636058359426e-4,16.41
1844,560,2.504986703329042e-4,16.43
1845,560,5.677165504226263e-4,16.44
1846,560,8.849310037711813e-4,16.45
1946,606,0.001048428827502205,17.45
2045,221,0.0012558935424808707,18.44
2046,221,4.2306478013876925e-4,18.45
2197,1,0.0016113928590008515,19.96
2198,1,6.142828635967876e-4,19.97
2313,335,0.00148654790893278,21.12
2360,233,8.658779660653763e-4,21.59
2382,561,6.398871673063437e-4,21.81
2383,561,0.0015174156360077083,21.82
2395,563,0.0014611479455334745,21.94
2396,563,0.003021927524904639,21.95
2397,562,9.326230930262723e-4,21.96
2398,562,0.0025881989082276024,21.97
2411,320,3.5599088419398223e-4,22.1
2438,344,1.9437171995712092e-4,22.37
2496,239,5.116301524919487e-4,22.95
2499,240,0.002593661352582517,22.98
2500,240,7.864077221285567e-4,22.990000000000002
2642,570,0.0014815377968913535,24.41
2643,78,4.982837386689494e-4,24.42
2644,78,0.0038441386572084617,24.43
2645,65,0.002051076619440965,24.44
2645,78,0.0071908460767088215,24.44
2646,65,0.0054373719709402794,24.45
2647,65,0.0088272599675446,24.46
2654,33,5.747144146694908e-4,24.53
2668,170,0.0028808867087269,24.67
2669,170,0.0013832287103733977,24.68
2763,337,0.002557120939215433,25.62
2764,337,0.0015124198749992572,25.63
2765,337,4.672862559688462e-4,25.64
2838,358,3.3512131314294904e-4,26.37
2869,338,0.003287509215807434,26.68
2870,338,0.0016085913104674375,26.69
2904,131,3.1318756264058374e-4,27.03
2950,332,0.0021349879371022427,27.490000000000002
3009,193,1.3173209149439463e-4,28.080000000000002
3023,543,5.104531567031615e-4,28.22
3050,188,0.002587029551786783,28.490000000000002
3051,188,3.785703043016586e-4,28.5
3058,345,4.218523032940238e-4,28.57
3059,345,2.0575690364483363e-4,28.580000000000002
3073,544,0.0012706948542703096,28.72
3077,86,8.379854652410224e-4,28.76
3078,86,4.4339881535242713e-4,28.77
3079,86,4.8410238671414804e-5,28.78
3096,194,7.863517562872075e-4,28.95
3097,194,4.6930393171545383e-4,28.96
3098,194,1.5211618036638683e-4,28.970000000000002
3115,572,4.701554099901178e-4,29.14
3123,97,6.916403414301438e-4,29.220000000000002
3130,299,1.3809406495997778e-4,29.29
3137,573,0.001578620140148221,29.36
3138,116,2.578419502846192e-4,29.37
3161,367,1.6193024480732554e-5,29.6
3174,14,0.0024258411717449414,29.73
3175,171,5.733987461397417e-4,29.740000000000002
3198,128,5.220805156687813e-4,29.970000000000002
3229,138,8.635571660507276e-4,30.28
3262,78,0.0010108732884962326,30.61
3262,195,4.1362049308819616e-4,30.61
3267,82,0.0012362380523871048,30.660000000000004
3272,65,0.010619563041177513,30.71
3300,30,0.0011686360811836098,30.990000000000002
3302,173,2.879426479797193e-4,31.009999999999998
3313,85,5.459687420094552e-5,31.119999999999997
3387,61,7.24088326685401e-4,31.86
3403,63,5.718745611994221e-4,32.02
3446,191,7.324318924665847e-4,32.45
3491,465,0.002186258004149601,32.9
3492,68,0.003952227928155901,32.910000000000004
3492,365,1.3944351976007526e-4,32.910000000000004
3493,68,8.59264851984397e-4,32.92
3498,472,0.002813400260422773,32.97
3514,463,0.0026251323269844223,33.13
3515,466,0.0010918343536623861,33.14
3524,464,0.0037520397745002265,33.230000000000004
3528,87,3.6197219468149744e-4,33.27
3572,89,3.888742749034663e-4,33.71
3576,462,0.0014910168774545226,33.75
3587,603,0.002471371331033332,33.86
3597,146,0.0020116884869424093,33.96
3623,105,0.0012480601969268503,34.22
3624,105,4.936741060626677e-4,34.230000000000004
3635,140,0.004733944570376223,34.34
3636,140,0.0021673381033624354,34.35
3646,54,0.001455139452004759,34.45
3665,18,6.381367410482244e-4,34.64
3666,18,8.1447749638778e-5,34.65
3673,559,5.308011169804275e-4,34.72
3677,52,0.0015411412946242978,34.76
3683,556,7.567866291917387e-4,34.82
3684,556,2.615053853908615e-4,34.83
3684,560,5.740277262674009e-4,34.83
3695,561,0.0019458247119199432,34.94
3695,562,0.0025771036475595306,34.94
3696,561,5.370318397591651e-4,34.95
3696,562,8.093372562380889e-4,34.95
3697,563,0.0024438905036603758,34.96
3698,563,6.062928049758101e-4,34.97
3700,91,0.003968046642054419,34.99
3701,91,0.0017042851979808564,35
3770,77,6.959914165004497e-4,35.69
3771,77,4.703271443081142e-4,35.7
3772,77,2.452118159823662e-4,35.71
3773,77,2.0644882774342247e-5,35.72
3818,49,0.0024171005332552058,36.17
3859,110,0.0016800699350616284,36.58
3905,34,7.461114968843099e-4,37.04
3906,34,1.6260128957879268e-4,37.050000000000004
3972,40,7.220577494134837e-4,37.71
3973,40,3.959451186297134e-4,37.72
3974,40,6.997361987733315e-5,37.730000000000004
4063,467,0.004014384925012873,38.62
4064,467,0.0010874236355835835,38.63
4091,470,0.003980723707025642,38.9
4092,470,0.0016536821775857801,38.910000000000004
